"ensembl_gene_id","external_gene_name","description","Group name","Protein","Metabolic","Lipid","HGNC_ID","HGNC_gene_name","Manning_Group","Manning_Family","Manning_Subfamily","HGNC","Group","Family","SubFamily","kin_group","kh_group"
"ENSG00000134318","ROCK2","Rho associated coiled-coil containing protein kinase 2","Rho associated coiled-coil containing protein kinase family","Y","N","Y","HGNC:10252","ROCK2","AGC","DMPK","ROCK","ROCK2","AGC",NA,NA,"AGC","AGC"
"ENSG00000185483","ROR1","receptor tyrosine kinase like orphan receptor 1","Receptor tyrosine kinases","Y","N","N","HGNC:10256","ROR1","TK","Ror",NA,"ROR1","TK",NA,NA,"TK","TK"
"ENSG00000169071","ROR2","receptor tyrosine kinase like orphan receptor 2","Receptor tyrosine kinases","Y","N","N","HGNC:10257","ROR2","TK","Ror",NA,"ROR2","TK",NA,NA,"TK","TK"
"ENSG00000047936","ROS1","ROS proto-oncogene 1, receptor tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:10261","ROS1","TK","Sev",NA,NA,NA,NA,NA,"TK",NA
"ENSG00000117676","RPS6KA1","ribosomal protein S6 kinase A1","MAPK activated protein kinases","Y","N","N","HGNC:10430","RPS6KA1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000071242","RPS6KA2","ribosomal protein S6 kinase A2","MAPK activated protein kinases","Y","N","N","HGNC:10431","RPS6KA2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000177189","RPS6KA3","ribosomal protein S6 kinase A3","MAPK activated protein kinases","Y","N","N","HGNC:10432","RPS6KA3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000162302","RPS6KA4","ribosomal protein S6 kinase A4","MAPK activated protein kinases","Y","N","N","HGNC:10433","RPS6KA4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100784","RPS6KA5","ribosomal protein S6 kinase A5","MAPK activated protein kinases","Y","N","N","HGNC:10434","RPS6KA5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000072133","RPS6KA6","ribosomal protein S6 kinase A6","MAPK activated protein kinases","Y","N","N","HGNC:10435","RPS6KA6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000108443","RPS6KB1","ribosomal protein S6 kinase B1","Ribosomal protein S6 kinase family","Y","Y","N","HGNC:10436","RPS6KB1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000175634","RPS6KB2","ribosomal protein S6 kinase B2","Ribosomal protein S6 kinase family","Y","Y","N","HGNC:10437","RPS6KB2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000136643","RPS6KC1","ribosomal protein S6 kinase C1","Ribosomal protein S6 kinase family","Y","N","N","HGNC:10439","RPS6KC1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198208","RPS6KL1","ribosomal protein S6 kinase like 1","Ribosomal protein S6 kinase family","Y","N","N","HGNC:20222","RPS6KL1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000167524","RSKR","ribosomal protein S6 kinase related","Ribosomal protein S6 kinase family","Y","N","N","HGNC:26314","RSKR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163785","RYK","receptor like tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:10481","RYK","TK","Ryk",NA,"RYK","TK",NA,NA,"TK","TK"
"ENSG00000188322","SBK1","SH3 domain binding kinase 1",NA,"N","N","N","HGNC:17699","SBK1","Other","NKF1",NA,NA,NA,NA,NA,"Other",NA
"ENSG00000187550","SBK2","SH3 domain binding kinase family member 2",NA,"N","N","N","HGNC:34416","SBK2","Other","NKF1",NA,NA,NA,NA,NA,"Other",NA
"ENSG00000231274","SBK3","SH3 domain binding kinase family member 3",NA,"N","N","N","HGNC:44121","SBK3","Other","NKF1",NA,NA,NA,NA,NA,"Other",NA
"ENSG00000142186","SCYL1","SCY1 like pseudokinase 1","SCY1 like pseudokinases","Y","N","N","HGNC:14372","SCYL1","Other","SCY1",NA,"SCYL1","Other",NA,NA,"Other","Other"
"ENSG00000136021","SCYL2","SCY1 like pseudokinase 2","SCY1 like pseudokinases","Y","N","N","HGNC:19286","SCYL2","Other","SCY1",NA,"SCYL2","Other",NA,NA,"Other","Other"
"ENSG00000000457","SCYL3","SCY1 like pseudokinase 3","SCY1 like pseudokinases","Y","N","N","HGNC:19285","SCYL3","Other","SCY1",NA,"SCYL3","Other",NA,NA,"Other","Other"
"ENSG00000086475","SEPHS1","selenophosphate synthetase 1",NA,"N","Y","N","HGNC:19685","SEPHS1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000179918","SEPHS2","selenophosphate synthetase 2",NA,"N","Y","N","HGNC:19686","SEPHS2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000118515","SGK1","serum/glucocorticoid regulated kinase 1","Serum/glucocorticoid regulated kinase family","Y","N","N","HGNC:10810","SGK1","AGC","SGK",NA,"SGK1","AGC",NA,NA,"AGC","AGC"
"ENSG00000101049","SGK2","serum/glucocorticoid regulated kinase 2","Serum/glucocorticoid regulated kinase family","Y","N","N","HGNC:13900","SGK2","AGC","SGK",NA,"SGK2","AGC",NA,NA,"AGC","AGC"
"ENSG00000104205","SGK3","serum/glucocorticoid regulated kinase family member 3","Serum/glucocorticoid regulated kinase family","Y","N","N","HGNC:10812","SGK3","AGC","SGK",NA,"SGK3","AGC",NA,NA,"AGC","AGC"
"ENSG00000198964","SGMS1","sphingomyelin synthase 1",NA,"N","Y","Y","HGNC:29799","SGMS1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164023","SGMS2","sphingomyelin synthase 2",NA,"N","Y","Y","HGNC:28395","SGMS2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000147010","SH3KBP1","SH3 domain containing kinase binding protein 1",NA,"N","N","N","HGNC:13867","SH3KBP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000197417","SHPK","sedoheptulokinase",NA,"N","N","N","HGNC:1492","SHPK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142178","SIK1","salt inducible kinase 1","SIK family kinases","Y","N","N","HGNC:11142","SIK1","CAMK","CAMKL","QIK",NA,NA,NA,NA,"CAMK",NA
"ENSG00000170145","SIK2","salt inducible kinase 2","SIK family kinases","Y","N","N","HGNC:21680","SIK2","CAMK","CAMKL","QIK",NA,NA,NA,NA,"CAMK",NA
"ENSG00000160584","SIK3","SIK family kinase 3","SIK family kinases","Y","N","N","HGNC:29165","SIK3","CAMK","CAMKL","QIK",NA,NA,NA,NA,"CAMK",NA
"ENSG00000145604","SKP2","S-phase kinase associated protein 2",NA,"N","N","N","HGNC:10901","SKP2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000065613","SLK","STE20 like kinase",NA,"N","N","N","HGNC:11088","SLK","STE","STE20","SLK","SLK","STE",NA,NA,"STE","STE"
"ENSG00000157106","SMG1","SMG1 nonsense mediated mRNA decay associated PI3K related kinase",NA,"N","N","N","HGNC:30045","SMG1","Atypical","PIKK","SMG1","SMG1","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000163788","SNRK","SNF related kinase","SNRK family kinases","Y","N","N","HGNC:30598","SNRK","CAMK","CAMKL","SNRK","SNRK","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000072195","SPEG","striated muscle enriched protein kinase","Myosin light chain kinase family","Y","N","N","HGNC:16901","SPEG","CAMK","Trio",NA,"SPEG","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000286095","SPEGNB","SPEG neighbor",NA,"N","N","N","HGNC:51251","SPEGNB","CAMK","Trio",NA,NA,NA,NA,NA,"CAMK",NA
"ENSG00000176170","SPHK1","sphingosine kinase 1","Sphingosine kinase family","Y","Y","Y","HGNC:11240","SPHK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000063176","SPHK2","sphingosine kinase 2","Sphingosine kinase family","Y","Y","Y","HGNC:18859","SPHK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000197122","SRC","SRC proto-oncogene, non-receptor tyrosine kinase","Src family tyrosine kinases","Y","N","Y","HGNC:11283","SRC","TK","Src",NA,"SRC","TK",NA,NA,"TK","TK"
"ENSG00000125508","SRMS","src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites","PTK6 family tyrosine kinases","Y","N","N","HGNC:11298","SRMS","TK","Src",NA,NA,NA,NA,NA,"TK",NA
"ENSG00000096063","SRPK1","SRSF protein kinase 1","SRSF protein kinase family","Y","N","N","HGNC:11305","SRPK1","CMGC","SRPK",NA,"SRPK1","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000135250","SRPK2","SRSF protein kinase 2","SRSF protein kinase family","Y","N","N","HGNC:11306","SRPK2","CMGC","SRPK",NA,"SRPK2","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000184343","SRPK3","SRSF protein kinase 3","SRSF protein kinase family","Y","N","N","HGNC:11402","SRPK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000072786","STK10","serine/threonine kinase 10",NA,"N","N","N","HGNC:11388","STK10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000118046","STK11","serine/threonine kinase 11","STK11 family kinases","Y","N","N","HGNC:11389","STK11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115661","STK16","serine/threonine kinase 16",NA,"N","N","N","HGNC:11394","STK16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164543","STK17A","serine/threonine kinase 17a","Death associated protein kinases","Y","N","N","HGNC:11395","STK17A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000081320","STK17B","serine/threonine kinase 17b","Death associated protein kinases","Y","N","N","HGNC:11396","STK17B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000102572","STK24","serine/threonine kinase 24",NA,"N","N","N","HGNC:11403","STK24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115694","STK25","serine/threonine kinase 25",NA,"N","N","N","HGNC:11404","STK25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134602","STK26","serine/threonine kinase 26",NA,"N","N","N","HGNC:18174","STK26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104375","STK3","serine/threonine kinase 3",NA,"N","N","N","HGNC:11406","STK3","CAMK","CAMK-Unique",NA,NA,NA,NA,NA,"CAMK",NA
"ENSG00000196335","STK31","serine/threonine kinase 31",NA,"N","N","N","HGNC:11407","STK31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169302","STK32A","serine/threonine kinase 32A","Serine/threonine kinase 32 family","Y","N","N","HGNC:28317","STK32A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152953","STK32B","serine/threonine kinase 32B","Serine/threonine kinase 32 family","Y","N","N","HGNC:14217","STK32B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165752","STK32C","serine/threonine kinase 32C","Serine/threonine kinase 32 family","Y","N","N","HGNC:21332","STK32C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000130413","STK33","serine/threonine kinase 33","STK33 family kinases","Y","N","N","HGNC:14568","STK33","CAMK","CAMK-Unique",NA,"STK33","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000125834","STK35","serine/threonine kinase 35",NA,"N","N","N","HGNC:16254","STK35",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163482","STK36","serine/threonine kinase 36",NA,"N","N","N","HGNC:17209","STK36",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000112079","STK38","serine/threonine kinase 38","Serine/threonine kinase 38 family","Y","N","N","HGNC:17847","STK38",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000211455","STK38L","serine/threonine kinase 38 like","Serine/threonine kinase 38 family","Y","N","N","HGNC:17848","STK38L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198648","STK39","serine/threonine kinase 39",NA,"N","N","N","HGNC:17717","STK39",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101109","STK4","serine/threonine kinase 4",NA,"N","N","N","HGNC:11408","STK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196182","STK40","serine/threonine kinase 40","Tribbles pseudokinase family","Y","N","N","HGNC:21373","STK40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198870","STKLD1","serine/threonine kinase like domain containing 1",NA,"N","N","N","HGNC:28669","STKLD1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000266173","STRADA","STE20 related adaptor alpha",NA,"N","N","N","HGNC:30172","STRADA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000082146","STRADB","STE20 related adaptor beta",NA,"N","N","N","HGNC:13205","STRADB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000060140","STYK1","serine/threonine/tyrosine kinase 1","Receptor tyrosine kinases","Y","N","N","HGNC:18889","STYK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165025","SYK","spleen associated tyrosine kinase","Syk family tyrosine kinases","Y","N","N","HGNC:11491","SYK","TK","Syk",NA,"SYK","TK",NA,NA,"TK","TK"
"ENSG00000100324","TAB1","TGF-beta activated kinase 1 (MAP3K7) binding protein 1",NA,"N","N","Y","HGNC:18157","TAB1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000147133","TAF1","TATA-box binding protein associated factor 1",NA,"N","N","N","HGNC:11535","TAF1","Atypical","TAF1",NA,"TAF1","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000122728","TAF1L","TATA-box binding protein associated factor 1 like",NA,"N","N","N","HGNC:18056","TAF1L","Atypical","TAF1",NA,"TAF1L","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000160551","TAOK1","TAO kinase 1","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:29259","TAOK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000149930","TAOK2","TAO kinase 2","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:16835","TAOK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000135090","TAOK3","TAO kinase 3","Mitogen-activated protein kinase kinase kinases","Y","N","N","HGNC:18133","TAOK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145348","TBCK","TBC1 domain containing kinase",NA,"N","N","N","HGNC:28261","TBCK","Other","TBCK",NA,"TBCK","Other",NA,NA,"Other","Other"
"ENSG00000183735","TBK1","TANK binding kinase 1","I kappa B kinases","Y","N","Y","HGNC:11584","TBK1","Other","IKK",NA,"TBK1","Other",NA,NA,"Other","Other"
"ENSG00000135605","TEC","tec protein tyrosine kinase","Tec family tyrosine kinases","Y","N","N","HGNC:11719","TEC","TK","Tec",NA,"TEC","TK",NA,NA,"TK","TK"
"ENSG00000120156","TEK","TEK receptor tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:11724","TEK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000107140","TESK1","testis associated actin remodelling kinase 1","LIMK/TESK kinase family","Y","N","N","HGNC:11731","TESK1","TKL","LISK","TESK","TESK1","TKL",NA,NA,"TKL","TKL"
"ENSG00000070759","TESK2","testis associated actin remodelling kinase 2","LIMK/TESK kinase family","Y","N","N","HGNC:11732","TESK2","TKL","LISK","TESK","TESK2","TKL",NA,NA,"TKL","TKL"
"ENSG00000121101","TEX14","testis expressed 14, intercellular bridge forming factor",NA,"N","N","N","HGNC:11737","TEX14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000106799","TGFBR1","transforming growth factor beta receptor 1","Type 1 receptor serine/threonine kinases","Y","N","N","HGNC:11772","TGFBR1","TKL","STKR","Type1","TGFBR1","TKL",NA,NA,"TKL","TKL"
"ENSG00000163513","TGFBR2","transforming growth factor beta receptor 2","Type 2 receptor serine/threonine kinases","Y","N","N","HGNC:11773","TGFBR2","TKL","STKR","Type2","TGFBR2","TKL",NA,NA,"TKL","TKL"
"ENSG00000066056","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1","Receptor tyrosine kinases","Y","N","N","HGNC:11809","TIE1","TK","Tie",NA,"TIE1","TK",NA,NA,"TK","TK"
"ENSG00000167900","TK1","thymidine kinase 1","Deoxyribonucleoside kinases","Y","Y","N","HGNC:11830","TK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166548","TK2","thymidine kinase 2","Deoxyribonucleoside kinases","Y","Y","N","HGNC:11831","TK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000149476","TKFC","triokinase and FMN cyclase",NA,"N","Y","Y","HGNC:24552","TKFC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198586","TLK1","tousled like kinase 1",NA,"N","N","N","HGNC:11841","TLK1","Other","TLK",NA,"TLK1","Other",NA,NA,"Other","Other"
"ENSG00000146872","TLK2","tousled like kinase 2",NA,"N","N","N","HGNC:11842","TLK2","Other","TLK",NA,"TLK2","Other",NA,NA,"Other","Other"
"ENSG00000154310","TNIK","TRAF2 and NCK interacting kinase",NA,"N","N","N","HGNC:30765","TNIK",NA,NA,NA,"TNIK","STE",NA,NA,NA,"STE"
"ENSG00000174292","TNK1","tyrosine kinase non receptor 1","TNK family tyrosine kinases","Y","N","N","HGNC:11940","TNK1","TK","Ack",NA,"TNK1","TK",NA,NA,"TK","TK"
"ENSG00000061938","TNK2","tyrosine kinase non receptor 2","TNK family tyrosine kinases","Y","N","N","HGNC:19297","TNK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116783","TNNI3K","TNNI3 interacting kinase",NA,"N","N","N","HGNC:19661","TNNI3K",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198900","TOP1","DNA topoisomerase I",NA,"N","N","N","HGNC:11986","TOP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000172315","TP53RK","TP53 regulating kinase",NA,"N","N","N","HGNC:16197","TP53RK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196511","TPK1","thiamin pyrophosphokinase 1",NA,"N","Y","N","HGNC:17358","TPK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000283900","TPTEP2-CSNK1E","TPTEP2-CSNK1E readthrough",NA,"N","N","N","HGNC:53829","TPTEP2-CSNK1E",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000173334","TRIB1","tribbles pseudokinase 1","Tribbles pseudokinase family","Y","N","N","HGNC:16891","TRIB1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000071575","TRIB2","tribbles pseudokinase 2","Tribbles pseudokinase family","Y","N","N","HGNC:30809","TRIB2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101255","TRIB3","tribbles pseudokinase 3","Tribbles pseudokinase family","Y","N","N","HGNC:16228","TRIB3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000122779","TRIM24","tripartite motif containing 24",NA,"N","N","N","HGNC:11812","TRIM24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000130726","TRIM28","tripartite motif containing 28",NA,"N","N","N","HGNC:16384","TRIM28",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000038382","TRIO","trio Rho guanine nucleotide exchange factor",NA,"N","N","N","HGNC:12303","TRIO","CAMK","Trio",NA,"TRIO","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000119121","TRPM6","transient receptor potential cation channel subfamily M member 6",NA,"N","N","N","HGNC:17995","TRPM6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000092439","TRPM7","transient receptor potential cation channel subfamily M member 7",NA,"N","N","N","HGNC:17994","TRPM7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000212122","TSSK1B","testis specific serine kinase 1B","Testis specific serine kinase family","Y","N","N","HGNC:14968","TSSK1B","CAMK","TSSK",NA,NA,NA,NA,NA,"CAMK",NA
"ENSG00000206203","TSSK2","testis specific serine kinase 2","Testis specific serine kinase family","Y","N","N","HGNC:11401","TSSK2","CAMK","TSSK",NA,"TSSK2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000162526","TSSK3","testis specific serine kinase 3","Testis specific serine kinase family","Y","N","N","HGNC:15473","TSSK3","CAMK","TSSK",NA,"TSSK3","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000139908","TSSK4","testis specific serine kinase 4","Testis specific serine kinase family","Y","N","N","HGNC:19825","TSSK4","CAMK","TSSK",NA,"TSSK4","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000178093","TSSK6","testis specific serine kinase 6","Testis specific serine kinase family","Y","N","N","HGNC:30410","TSSK6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000146216","TTBK1","tau tubulin kinase 1",NA,"N","N","N","HGNC:19140","TTBK1","CK1","TTBK",NA,"TTBK1","CK1",NA,NA,"CK1","CK1"
"ENSG00000128881","TTBK2","tau tubulin kinase 2",NA,"N","N","N","HGNC:19141","TTBK2","CK1","TTBK",NA,"TTBK2","CK1",NA,NA,"CK1","CK1"
"ENSG00000112742","TTK","TTK protein kinase",NA,"N","N","N","HGNC:12401","TTK","Other","TTK",NA,"TTK","Other",NA,NA,"Other","Other"
"ENSG00000155657","TTN","titin","Myosin light chain kinase family","Y","N","N","HGNC:12403","TTN","CAMK","MLCK",NA,"TTN","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000074966","TXK","TXK tyrosine kinase","Tec family tyrosine kinases","Y","N","N","HGNC:12434","TXK","TK","Tec",NA,"TXK","TK",NA,NA,"TK","TK"
"ENSG00000105397","TYK2","tyrosine kinase 2","Jak family tyrosine kinases","Y","N","N","HGNC:12440","TYK2","TK","JakA",NA,"TYK2","TK",NA,NA,"TK","TK"
"ENSG00000092445","TYRO3","TYRO3 protein tyrosine kinase","Receptor tyrosine kinases","Y","N","N","HGNC:12446","TYRO3","TK","Axl",NA,"TYRO3","TK",NA,NA,"TK","TK"
"ENSG00000130717","UCK1","uridine-cytidine kinase 1",NA,"N","Y","N","HGNC:14859","UCK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143179","UCK2","uridine-cytidine kinase 2",NA,"N","Y","N","HGNC:12562","UCK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198276","UCKL1","uridine-cytidine kinase 1 like 1",NA,"N","Y","N","HGNC:15938","UCKL1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000152332","UHMK1","U2AF homology motif kinase 1",NA,"N","N","N","HGNC:19683","UHMK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000177169","ULK1","unc-51 like autophagy activating kinase 1",NA,"N","N","N","HGNC:12558","ULK1","Other","ULK",NA,"ULK1","Other",NA,NA,"Other","Other"
"ENSG00000083290","ULK2","unc-51 like autophagy activating kinase 2",NA,"N","N","N","HGNC:13480","ULK2","Other","ULK",NA,"ULK2","Other",NA,NA,"Other","Other"
"ENSG00000140474","ULK3","unc-51 like kinase 3",NA,"N","N","N","HGNC:19703","ULK3","Other","ULK",NA,"ULK3","Other",NA,NA,"Other","Other"
"ENSG00000168038","ULK4","unc-51 like kinase 4",NA,"N","N","N","HGNC:15784","ULK4","Other","ULK",NA,"ULK4","Other",NA,NA,"Other","Other"
"ENSG00000100749","VRK1","VRK serine/threonine kinase 1",NA,"N","N","N","HGNC:12718","VRK1","CK1","VRK",NA,"VRK1","CK1",NA,NA,"CK1","CK1"
"ENSG00000028116","VRK2","VRK serine/threonine kinase 2",NA,"N","N","N","HGNC:12719","VRK2","CK1","VRK",NA,"VRK2","CK1",NA,NA,"CK1","CK1"
"ENSG00000105053","VRK3","VRK serine/threonine kinase 3",NA,"N","N","N","HGNC:18996","VRK3","CK1","VRK",NA,"VRK3","CK1",NA,NA,"CK1","CK1"
"ENSG00000123154","WDR83","WD repeat domain 83",NA,"N","N","N","HGNC:32672","WDR83",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166483","WEE1","WEE1 G2 checkpoint kinase",NA,"N","N","N","HGNC:12761","WEE1","Other","WEE",NA,"WEE1","Other",NA,NA,"Other","Other"
"ENSG00000214102","WEE2","WEE2 oocyte meiosis inhibiting kinase",NA,"N","N","N","HGNC:19684","WEE2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000226033","WHR1","winged helix repair factor 1",NA,"N","N","N","HGNC:11398","WHR1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000060237","WNK1","WNK lysine deficient protein kinase 1","WNK lysine deficient protein kinases","Y","N","N","HGNC:14540","WNK1","Other","Wnk",NA,"WNK1","Other",NA,NA,"Other","Other"
"ENSG00000165238","WNK2","WNK lysine deficient protein kinase 2","WNK lysine deficient protein kinases","Y","N","N","HGNC:14542","WNK2","Other","Wnk",NA,"WNK2","Other",NA,NA,"Other","Other"
"ENSG00000196632","WNK3","WNK lysine deficient protein kinase 3","WNK lysine deficient protein kinases","Y","N","N","HGNC:14543","WNK3","Other","Wnk",NA,"WNK3","Other",NA,NA,"Other","Other"
"ENSG00000126562","WNK4","WNK lysine deficient protein kinase 4","WNK lysine deficient protein kinases","Y","N","N","HGNC:14544","WNK4","Other","Wnk",NA,"WNK4","Other",NA,NA,"Other","Other"
"ENSG00000093217","XYLB","xylulokinase",NA,"N","N","N","HGNC:12839","XYLB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000176105","YES1","YES proto-oncogene 1, Src family tyrosine kinase","Src family tyrosine kinases","Y","N","N","HGNC:12841","YES1","TK","Src",NA,NA,NA,NA,NA,"TK",NA
"ENSG00000164924","YWHAZ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",NA,"N","N","N","HGNC:12855","YWHAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000115085","ZAP70","zeta chain of T cell receptor associated protein kinase 70","Syk family tyrosine kinases","Y","N","N","HGNC:12858","ZAP70","TK","Syk",NA,"ZAP70","TK",NA,NA,"TK","TK"
