kinase_id,HGNC_symbol,HGNC_ID,Name_hgnc,Is_phosphatase,Is_kinase_regulator,Is_anchoring_protein,Is_pseudokinase,Substrate_protein,Substrate_lipid,Substrate_nucleotide,Substrate_carbohydrate,Substrate_other,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,kinase_id_manning,manning_name,Group_manning,Family_manning,SubFamily_manning,Pseudogene_manning,Novelty_manning,InManning,Group_kinhub,Family_kinhub,SubFamily_kinhub,UniProt_kinhub,InKinHub,Group_match_manning_kinhub,Family_match_manning_kinhub,Group_consensus,Family_consensus,Metabolic_kegg,Lipid_kegg,Mouse_Symbol,Ensembl_Mouse
K0338,MPP2,HGNC:7220,MAGUK p55 scaffold protein 2,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Mpp2,ENSMUSG00000017314
K0339,MPP3,HGNC:7221,MAGUK p55 scaffold protein 3,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Mpp3,ENSMUSG00000052373
K0340,MPP4,HGNC:13680,MAGUK p55 scaffold protein 4,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Mpp4,ENSMUSG00000079550
K0341,MPP7,HGNC:26542,MAGUK p55 scaffold protein 7,N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Mpp7,ENSMUSG00000057440
K0342,MST1R,HGNC:7381,macrophage stimulating 1 receptor,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK332,,TK,Met,"",N,Known - Literature,Y,TK,Met,"",Q04912,Y,TRUE,TRUE,TK,Met,N,N,Mst1r,ENSMUSG00000032584
K0343,MUSK,HGNC:7525,muscle associated receptor tyrosine kinase,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK247,MUSK,TK,Musk,"",N,Known - Refseq,Y,TK,Musk,"",O15146,Y,TRUE,TRUE,TK,Musk,N,N,Musk,ENSMUSG00000057280
K0344,MYLK,HGNC:7590,myosin light chain kinase,N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK231,,CAMK,MLCK,"",N,Known - Refseq,Y,CAMK,MLCK,"",Q15746,Y,TRUE,TRUE,CAMK,MLCK,N,N,Mylk,ENSMUSG00000022836
K0345,MYLK2,HGNC:16243,myosin light chain kinase 2,N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK675,,CAMK,MLCK,"",N,Known - Refseq,Y,CAMK,MLCK,"",Q9H1R3,Y,TRUE,TRUE,CAMK,MLCK,N,N,Mylk2,ENSMUSG00000027470
K0346,MYLK3,HGNC:29826,myosin light chain kinase 3,N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK536,,CAMK,MLCK,"",N,Known - Genbank,Y,CAMK,MLCK,"",Q32MK0,Y,TRUE,TRUE,CAMK,MLCK,N,N,Mylk3,ENSMUSG00000031698
K0347,MYLK4,HGNC:27972,myosin light chain kinase family member 4,N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK709,,CAMK,MLCK,"",N,Novel,Y,CAMK,MLCK,"",Q86YV6,Y,TRUE,TRUE,CAMK,MLCK,N,N,Mylk4,ENSMUSG00000044951
K0348,MYO7A,HGNC:7606,myosin VIIA,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Myo7a,ENSMUSG00000030761
K0349,MYRIP,HGNC:19156,myosin VIIA and Rab interacting protein,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Myrip,ENSMUSG00000041794
K0350,NBEA,HGNC:7648,neurobeachin,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Nbea,ENSMUSG00000027799
K0351,NEK1,HGNC:7744,NIMA related kinase 1,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK250,NEK1,Other,NEK,"",N,Novel? - annotated by similarity to mouse Nek1 only,Y,Other,NEK,"",Q96PY6,Y,TRUE,TRUE,Other,NEK,N,N,Nek1,ENSMUSG00000031644
K0352,NEK10,HGNC:18592,NIMA related kinase 10,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK645,NEK10,Other,NEK,"",N,Novel,Y,Other,NEK,"",Q6ZWH5,Y,TRUE,TRUE,Other,NEK,N,N,Nek10,ENSMUSG00000042567
K0353,NEK11,HGNC:18593,NIMA related kinase 11,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK574,NEK11,Other,NEK,"",N,Novel,Y,Other,NEK,"",Q8NG66,Y,TRUE,TRUE,Other,NEK,N,N,Nek11,ENSMUSG00000035032
K0354,NEK2,HGNC:7745,NIMA related kinase 2,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK251,NEK2,Other,NEK,"",N,Known - Refseq,Y,Other,NEK,"",P51955,Y,TRUE,TRUE,Other,NEK,N,N,Nek2,ENSMUSG00000026622
K0355,NEK3,HGNC:7746,NIMA related kinase 3,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK252,NEK3,Other,NEK,"",N,Known - Literature,Y,Other,NEK,"",P51956,Y,TRUE,TRUE,Other,NEK,N,N,Nek3,ENSMUSG00000031478
K0356,NEK4,HGNC:11399,NIMA related kinase 4,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK256,NEK4,Other,NEK,"",N,Known - Refseq,Y,Other,NEK,"",P51957,Y,TRUE,TRUE,Other,NEK,N,N,Nek4,ENSMUSG00000021918
K0357,NEK5,HGNC:7748,NIMA related kinase 5,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK558,NEK5,Other,NEK,"",N,Novel,Y,Other,NEK,"",Q6P3R8,Y,TRUE,TRUE,Other,NEK,N,N,Nek5,ENSMUSG00000037738
K0358,NEK6,HGNC:7749,NIMA related kinase 6,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK420,NEK6,Other,NEK,"",N,Known - Refseq,Y,Other,NEK,"",Q9HC98,Y,TRUE,TRUE,Other,NEK,N,N,Nek6,ENSMUSG00000026749
K0359,NEK7,HGNC:13386,NIMA related kinase 7,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK421,NEK7,Other,NEK,"",N,Novel? - annotated only as Nek family member,Y,Other,NEK,"",Q8TDX7,Y,TRUE,TRUE,Other,NEK,N,N,Nek7,ENSMUSG00000026393
K0360,NEK8,HGNC:13387,NIMA related kinase 8,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK476,NEK8,Other,NEK,"",N,Novel,Y,Other,NEK,"",Q86SG6,Y,TRUE,TRUE,Other,NEK,N,N,Nek8,ENSMUSG00000017405
K0361,NEK9,HGNC:18591,NIMA related kinase 9,N,N,N,N,Y,N,N,N,N,NIMA related kinase family,3420,Approved,gene with protein product,SK470,NEK9,Other,NEK,"",N,Novel,Y,Other,NEK,"",Q8TD19,Y,TRUE,TRUE,Other,NEK,N,N,Nek9,ENSMUSG00000034290
K0362,NF2,HGNC:7773,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor",N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Nf2,ENSMUSG00000009073
K0363,NIM1K,HGNC:28646,NIM1 serine/threonine protein kinase,N,N,N,N,Y,N,N,N,N,NIM1K family kinases,3547,Approved,gene with protein product,SK449,,CAMK,CAMKL,NIM1,N,Novel?-  Autoannotated genomic prediction only,Y,CAMK,CAMKL,NIM1,Q8IY84,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Nim1k,ENSMUSG00000095930
K0364,NLK,HGNC:29858,nemo like kinase,N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinases,651,Approved,gene with protein product,SK255,NLK,CMGC,MAPK,nmo,N,Known - Refseq,Y,CMGC,MAPK,nmo,Q9UBE8,Y,TRUE,TRUE,CMGC,MAPK,N,N,Nlk,ENSMUSG00000017376
K0365,NTRK1,HGNC:8031,neurotrophic receptor tyrosine kinase 1,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK377,,TK,Trk,"",N,Known - Literature,Y,TK,Trk,"",P04629,Y,TRUE,TRUE,TK,Trk,Y,N,Ntrk1,ENSMUSG00000028072
K0366,NTRK2,HGNC:8032,neurotrophic receptor tyrosine kinase 2,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK378,,TK,Trk,"",N,Known - Literature,Y,TK,Trk,"",Q16620,Y,TRUE,TRUE,TK,Trk,N,N,Ntrk2,ENSMUSG00000055254
K0367,NTRK3,HGNC:8033,neurotrophic receptor tyrosine kinase 3,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK379,,TK,Trk,"",N,Known - Literature,Y,TK,Trk,"",Q16288,Y,TRUE,TRUE,TK,Trk,Y,N,Ntrk3,ENSMUSG00000059146
K0368,NUAK1,HGNC:14311,NUAK family kinase 1,N,N,N,N,Y,N,N,N,N,NUAK family kinases,2136,Approved,gene with protein product,SK195,NuaK1,CAMK,CAMKL,NuaK,N,Known - Genbank,Y,CAMK,CAMKL,NuaK,O60285,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Nuak1,ENSMUSG00000020032
K0369,NUAK2,HGNC:29558,NUAK family kinase 2,N,N,N,N,Y,N,N,N,N,NUAK family kinases,2136,Approved,gene with protein product,SK472,NuaK2,CAMK,CAMKL,NuaK,N,Known - Genbank,Y,CAMK,CAMKL,NuaK,Q9H093,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Nuak2,ENSMUSG00000009772
K0370,OBSCN,HGNC:15719,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK601,Obscn,CAMK,Trio,"",N,Novel,Y,CAMK,Trio,"",Q5VST9,Y,TRUE,TRUE,CAMK,Trio,N,N,Obscn,ENSMUSG00000061462
K0371,PALS1,HGNC:18669,"protein associated with LIN7 1, MAGUK p55 family member",N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Pals1,ENSMUSG00000021112
K0372,PALS2,HGNC:18167,"protein associated with LIN7 2, MAGUK p55 family member",N,N,N,Y,N,N,N,N,N,Membrane associated guanylate kinases,904,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Membrane associated guanylate kinases,Membrane associated guanylate kinases,N,N,Pals2,ENSMUSG00000038388
K0373,PANK1,HGNC:8598,pantothenate kinase 1,N,N,N,N,N,N,N,N,Y,Pantothenate kinase family,1956,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Pantothenate kinase family,Pantothenate kinase family,N,N,Pank1,ENSMUSG00000033610
K0374,PANK2,HGNC:15894,pantothenate kinase 2,N,N,N,N,N,N,N,N,Y,Pantothenate kinase family,1956,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Pantothenate kinase family,Pantothenate kinase family,N,N,Pank2,ENSMUSG00000037514
K0375,PANK3,HGNC:19365,pantothenate kinase 3,N,N,N,N,N,N,N,N,Y,Pantothenate kinase family,1956,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Pantothenate kinase family,Pantothenate kinase family,N,N,Pank3,ENSMUSG00000018846
K0376,PANK4,HGNC:19366,pantothenate kinase 4 (inactive),N,N,N,N,N,N,N,N,Y,Pantothenate kinase family,1956,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Pantothenate kinase family,Pantothenate kinase family,N,N,Pank4,ENSMUSG00000029056
K0377,PASK,HGNC:17270,PAS domain containing serine/threonine kinase,N,N,N,N,Y,N,N,N,N,PASK family kinases,3548,Approved,gene with protein product,SK499,PASK,CAMK,CAMKL,PASK,N,Known - Literature,Y,CAMK,CAMKL,PASK,Q96RG2,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Pask,ENSMUSG00000026274
K0378,PDE4DIP,HGNC:15580,phosphodiesterase 4D interacting protein,N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Pde4dip,ENSMUSG00000038170
K0379,PDGFRA,HGNC:8803,platelet derived growth factor receptor alpha,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK274,PDGFRa,TK,PDGFR,"",N,Known - Literature,Y,TK,PDGFR,"",P16234,Y,TRUE,TRUE,TK,PDGFR,Y,N,Pdgfra,ENSMUSG00000029231
K0380,PDGFRB,HGNC:8804,platelet derived growth factor receptor beta,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK275,PDGFRb,TK,PDGFR,"",N,Known - Literature,Y,TK,PDGFR,"",P09619,Y,TRUE,TRUE,TK,PDGFR,Y,N,Pdgfrb,ENSMUSG00000024620
K0381,PEAK1,HGNC:29431,pseudopodium enriched atypical kinase 1,N,N,N,Y,Y,N,N,N,N,PEAK pseudokinase family,3419,Approved,gene with protein product,SK649,,Other,NKF3,"",N,Known - Genbank,Y,Other,NKF3,"",Q9H792,Y,TRUE,TRUE,Other,NKF3,N,N,Peak1,ENSMUSG00000074305
K0382,PEAK3,HGNC:24793,PEAK family member 3,N,N,N,Y,Y,N,N,N,N,PEAK pseudokinase family,3419,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PEAK pseudokinase family,PEAK pseudokinase family,N,N,,
K0383,PFKFB1,HGNC:8872,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",N,N,N,N,N,N,N,Y,N,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",1077,Approved,gene with protein product,,,,,,,,N,,,,,N,,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",Y,N,Pfkfb1,ENSMUSG00000025271
K0384,PFKFB2,HGNC:8873,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",N,N,N,N,N,N,N,Y,N,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",1077,Approved,gene with protein product,,,,,,,,N,,,,,N,,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",Y,N,Pfkfb2,ENSMUSG00000026409
K0385,PFKFB3,HGNC:8874,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",N,N,N,N,N,N,N,Y,N,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",1077,Approved,gene with protein product,,,,,,,,N,,,,,N,,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",Y,N,Pfkfb3,ENSMUSG00000026773
K0386,PFKFB4,HGNC:8875,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",N,N,N,N,N,N,N,Y,N,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",1077,Approved,gene with protein product,,,,,,,,N,,,,,N,,,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase family",Y,N,Pfkfb4,ENSMUSG00000025648
K0387,PFKL,HGNC:8876,"phosphofructokinase, liver type",N,N,N,N,N,N,N,Y,N,Phosphofructokinase family,3556,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphofructokinase family,Phosphofructokinase family,Y,N,Pfkl,ENSMUSG00000020277
K0388,PFKM,HGNC:8877,"phosphofructokinase, muscle",N,N,N,N,N,N,N,Y,N,Phosphofructokinase family,3556,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphofructokinase family,Phosphofructokinase family,Y,N,Pfkm,ENSMUSG00000033065
K0389,PFKP,HGNC:8878,"phosphofructokinase, platelet",N,N,N,N,N,N,N,Y,N,Phosphofructokinase family,3556,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphofructokinase family,Phosphofructokinase family,Y,N,Pfkp,ENSMUSG00000021196
K0390,PHKA1,HGNC:8925,phosphorylase kinase regulatory subunit alpha 1,N,N,N,N,Y,N,N,N,N,Phosphorylase kinase subunits,2140,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphorylase kinase subunits,Phosphorylase kinase subunits,N,N,Phka1,ENSMUSG00000034055
K0391,PHKA2,HGNC:8926,phosphorylase kinase regulatory subunit alpha 2,N,N,N,N,Y,N,N,N,N,Phosphorylase kinase subunits,2140,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphorylase kinase subunits,Phosphorylase kinase subunits,N,N,Phka2,ENSMUSG00000031295
K0392,PHKB,HGNC:8927,phosphorylase kinase regulatory subunit beta,N,N,N,N,Y,N,N,N,N,Phosphorylase kinase subunits,2140,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphorylase kinase subunits,Phosphorylase kinase subunits,N,N,Phkb,ENSMUSG00000036879
K0393,PHKG1,HGNC:8930,phosphorylase kinase catalytic subunit gamma 1,N,N,N,N,Y,N,N,N,N,Phosphorylase kinase subunits,2140,Approved,gene with protein product,SK283,PHKg1,CAMK,PHK,"",N,Known - Refseq,Y,CAMK,PHK,"",Q16816,Y,TRUE,TRUE,CAMK,PHK,N,N,Phkg1,ENSMUSG00000025537
K0394,PHKG2,HGNC:8931,phosphorylase kinase catalytic subunit gamma 2,N,N,N,N,Y,N,N,N,N,Phosphorylase kinase subunits,2140,Approved,gene with protein product,SK284,PHKg2,CAMK,PHK,"",N,Known - Refseq,Y,CAMK,PHK,"",P15735,Y,TRUE,TRUE,CAMK,PHK,N,N,Phkg2,ENSMUSG00000030815
K0395,PI4KA,HGNC:8983,phosphatidylinositol 4-kinase alpha,N,N,N,N,N,Y,N,N,N,PI4KA lipid kinase complex,1588,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PI4KA lipid kinase complex,PI4KA lipid kinase complex,Y,N,Pi4ka,ENSMUSG00000041720
K0396,PIK3C2A,HGNC:8971,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,N,Pik3c2a,ENSMUSG00000030660
K0397,PIK3C2B,HGNC:8972,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,N,Pik3c2b,ENSMUSG00000026447
K0398,PIK3C2G,HGNC:8973,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,N,Pik3c2g,ENSMUSG00000030228
K0399,PIK3C3,HGNC:8974,phosphatidylinositol 3-kinase catalytic subunit type 3,N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,N,Pik3c3,ENSMUSG00000033628
K0400,PIK3CA,HGNC:8975,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,Y,Pik3ca,ENSMUSG00000027665
K0401,PIK3CB,HGNC:8976,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,Y,Pik3cb,ENSMUSG00000032462
K0402,PIK3CD,HGNC:8977,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,Y,Pik3cd,ENSMUSG00000039936
K0403,PIK3CG,HGNC:8978,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",N,N,N,N,N,Y,N,N,N,Phosphatidylinositol 3-kinase family,831,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Phosphatidylinositol 3-kinase family,Phosphatidylinositol 3-kinase family,Y,N,Pik3cg,ENSMUSG00000020573
K0404,PIM1,HGNC:8986,"Pim-1 proto-oncogene, serine/threonine kinase",N,N,N,N,Y,N,N,N,N,PIM kinase family,3415,Approved,gene with protein product,SK291,PIM1,CAMK,PIM,"",N,Known - Literature,Y,CAMK,PIM,"",P11309,Y,TRUE,TRUE,CAMK,PIM,N,N,Pim1,ENSMUSG00000024014
K0405,PIM2,HGNC:8987,"Pim-2 proto-oncogene, serine/threonine kinase",N,N,N,N,Y,N,N,N,N,PIM kinase family,3415,Approved,gene with protein product,SK292,PIM2,CAMK,PIM,"",N,Known - Literature,Y,CAMK,PIM,"",Q9P1W9,Y,TRUE,TRUE,CAMK,PIM,N,N,Pim2,ENSMUSG00000031155
K0406,PIM3,HGNC:19310,"Pim-3 proto-oncogene, serine/threonine kinase",N,N,N,N,Y,N,N,N,N,PIM kinase family,3415,Approved,gene with protein product,SK200,PIM3,CAMK,PIM,"",N,Novel,Y,CAMK,PIM,"",Q86V86,Y,TRUE,TRUE,CAMK,PIM,N,N,Pim3,ENSMUSG00000035828
K0407,PKDCC,HGNC:25123,"protein kinase domain containing, cytoplasmic",N,N,N,N,Y,N,N,N,N,Divergent protein kinase domain family,1622,Approved,gene with protein product,SK460,,Other,Other-Unique,"",N,Novel,Y,Other,SgK493,"",Q504Y2,Y,TRUE,FALSE,Other,Other-Unique,N,N,Pkdcc,ENSMUSG00000024247
K0408,PKN1,HGNC:9405,protein kinase N1,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK317,PKN1,AGC,PKN,"",N,Known - Refseq,Y,AGC,PKN,"",Q16512,Y,TRUE,TRUE,AGC,PKN,N,N,Pkn1,ENSMUSG00000057672
K0409,PKN2,HGNC:9406,protein kinase N2,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK318,PKN2,AGC,PKN,"",N,Known - Refseq,Y,AGC,PKN,"",Q16513,Y,TRUE,TRUE,AGC,PKN,N,N,Pkn2,ENSMUSG00000004591
K0410,PKN3,HGNC:17999,protein kinase N3,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK511,PKN3,AGC,PKN,"",N,Known - Refseq,Y,AGC,PKN,"",Q6P5Z2,Y,TRUE,TRUE,AGC,PKN,N,N,Pkn3,ENSMUSG00000026785
K0411,PLK1,HGNC:9077,polo like kinase 1,N,N,N,N,Y,N,N,N,N,Polo like kinase family,3414,Approved,gene with protein product,SK315,PLK1,Other,PLK,"",N,Known - Refseq,Y,Other,PLK,"",P53350,Y,TRUE,TRUE,Other,PLK,N,N,Plk1,ENSMUSG00000030867
K0412,PLK2,HGNC:19699,polo like kinase 2,N,N,N,N,Y,N,N,N,N,Polo like kinase family,3414,Approved,gene with protein product,SK353,PLK2,Other,PLK,"",N,Known - Refseq,Y,Other,PLK,"",Q9NYY3,Y,TRUE,TRUE,Other,PLK,N,N,Plk2,ENSMUSG00000021701
K0413,PLK3,HGNC:2154,polo like kinase 3,N,N,N,N,Y,N,N,N,N,Polo like kinase family,3414,Approved,gene with protein product,SK316,PLK3,Other,PLK,"",N,Known - Refseq,Y,Other,PLK,"",Q9H4B4,Y,TRUE,TRUE,Other,PLK,N,N,Plk3,ENSMUSG00000028680
K0414,PLK4,HGNC:11397,polo like kinase 4,N,N,N,N,Y,N,N,N,N,Polo like kinase family,3414,Approved,gene with protein product,SK341,PLK4,Other,PLK,"",N,Known - Refseq,Y,Other,PLK,"",O00444,Y,TRUE,TRUE,Other,PLK,N,N,Plk4,ENSMUSG00000025758
K0415,PLK5,HGNC:27001,polo like kinase 5 (inactive),N,N,N,N,Y,N,N,N,N,Polo like kinase family,3414,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Polo like kinase family,Polo like kinase family,N,N,Plk5,ENSMUSG00000035486
K0416,PRAG1,HGNC:25438,"PEAK1 related, kinase-activating pseudokinase 1",N,N,N,Y,Y,N,N,N,N,PEAK pseudokinase family,3419,Approved,gene with protein product,,,,,,,,N,,,,,N,,,PEAK pseudokinase family,PEAK pseudokinase family,N,N,Prag1,ENSMUSG00000050271
K0417,PRKAA1,HGNC:9376,protein kinase AMP-activated catalytic subunit alpha 1,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated catalytic subunit alpha family,2134,Approved,gene with protein product,SK032,,CAMK,CAMKL,AMPK,N,Known - Refseq,Y,CAMK,CAMKL,AMPK,Q13131,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Prkaa1,ENSMUSG00000050697
K0418,PRKAA2,HGNC:9377,protein kinase AMP-activated catalytic subunit alpha 2,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated catalytic subunit alpha family,2134,Approved,gene with protein product,SK033,,CAMK,CAMKL,AMPK,N,Known - Refseq,Y,CAMK,CAMKL,AMPK,P54646,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Prkaa2,ENSMUSG00000028518
K0419,PRKAB1,HGNC:9378,protein kinase AMP-activated non-catalytic subunit beta 1,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated non-catalytic subunit beta family,3610,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase AMP-activated non-catalytic subunit beta family,Protein kinase AMP-activated non-catalytic subunit beta family,N,N,Prkab1,ENSMUSG00000029513
