ensembl_gene_id,external_gene_name,description,hgnc_symbol,hgnc_id,go_id
ENSG00000175054,ATR,ATR serine/threonine kinase,ATR,882,GO:0000077;GO:0000086;GO:0000166;GO:0000723;GO:0000781;GO:0003677;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005635;GO:0005654;GO:0005694;GO:0005794;GO:0006139;GO:0006260;GO:0006281;GO:0006302;GO:0006338;GO:0006974;GO:0006998;GO:0008156;GO:0009410;GO:0009612;GO:0016301;GO:0016605;GO:0016740;GO:0031297;GO:0032212;GO:0032405;GO:0032407;GO:0034644;GO:0035979;GO:0036297;GO:0043517;GO:0044818;GO:0046685;GO:0051081;GO:0070198;GO:0070310;GO:0071480;GO:0080135;GO:0090399;GO:0090734;GO:0097694;GO:0097695;GO:0106310;GO:0110025;GO:1900034;GO:1904884;GO:1990166;GO:2000779
ENSG00000087586,AURKA,aurora kinase A,AURKA,11393,GO:0000086;GO:0000166;GO:0000212;GO:0000226;GO:0000278;GO:0000776;GO:0000922;GO:0004672;GO:0004674;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005814;GO:0005815;GO:0005819;GO:0005829;GO:0005856;GO:0005874;GO:0005876;GO:0005886;GO:0005929;GO:0006338;GO:0006468;GO:0006915;GO:0007051;GO:0007052;GO:0007057;GO:0007098;GO:0007100;GO:0009611;GO:0009948;GO:0010389;GO:0010629;GO:0014069;GO:0015630;GO:0016020;GO:0016301;GO:0016323;GO:0016740;GO:0018105;GO:0019901;GO:0030030;GO:0030496;GO:0031616;GO:0031625;GO:0031647;GO:0032091;GO:0032133;GO:0032436;GO:0032465;GO:0032886;GO:0035175;GO:0036064;GO:0042585;GO:0042995;GO:0043005;GO:0043066;GO:0043161;GO:0043203;GO:0044839;GO:0045120;GO:0045840;GO:0045931;GO:0046605;GO:0046777;GO:0046982;GO:0048471;GO:0051233;GO:0051301;GO:0051321;GO:0051642;GO:0061523;GO:0071539;GO:0072686;GO:0072687;GO:0090068;GO:0090141;GO:0097421;GO:0097431;GO:0098978;GO:0106310;GO:0140677;GO:1900195;GO:1901796;GO:1990138
ENSG00000178999,AURKB,aurora kinase B,AURKB,11390,GO:0000122;GO:0000166;GO:0000278;GO:0000281;GO:0000775;GO:0000776;GO:0000779;GO:0000922;GO:0002903;GO:0004672;GO:0004674;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005813;GO:0005819;GO:0005829;GO:0005856;GO:0005876;GO:0006468;GO:0007051;GO:0007052;GO:0010369;GO:0015630;GO:0016301;GO:0016740;GO:0019900;GO:0030496;GO:0031117;GO:0032133;GO:0032206;GO:0032465;GO:0032466;GO:0032467;GO:0032886;GO:0034501;GO:0034644;GO:0036089;GO:0043687;GO:0044839;GO:0044878;GO:0045824;GO:0051233;GO:0051256;GO:0051301;GO:0051315;GO:0051983;GO:0061952;GO:0062033;GO:0090068;GO:0090267;GO:0090307;GO:0097431;GO:0106310;GO:0140273;GO:0140896;GO:0160049;GO:1901796;GO:1901970;GO:1902425;GO:1903490;GO:1905116;GO:1990023;GO:1990758
ENSG00000105146,AURKC,aurora kinase C,AURKC,11391,GO:0000166;GO:0000775;GO:0000776;GO:0000793;GO:0000922;GO:0004672;GO:0004674;GO:0004712;GO:0005515;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0005813;GO:0005819;GO:0005856;GO:0005876;GO:0006468;GO:0007052;GO:0008608;GO:0016301;GO:0016740;GO:0030496;GO:0032133;GO:0032465;GO:0032467;GO:0051233;GO:0051256;GO:0051301;GO:0051321;GO:0106310
ENSG00000101200,AVP,arginine vasopressin,AVP,894,GO:0002125;GO:0003084;GO:0004672;GO:0005102;GO:0005179;GO:0005184;GO:0005185;GO:0005515;GO:0005576;GO:0005615;GO:0005829;GO:0006091;GO:0006833;GO:0007165;GO:0007189;GO:0007204;GO:0007267;GO:0007621;GO:0007625;GO:0007626;GO:0008284;GO:0009410;GO:0009651;GO:0010628;GO:0014049;GO:0030141;GO:0030307;GO:0030425;GO:0030669;GO:0031394;GO:0031894;GO:0031895;GO:0032849;GO:0033555;GO:0033574;GO:0035094;GO:0035176;GO:0035556;GO:0042310;GO:0042711;GO:0043066;GO:0045471;GO:0045907;GO:0046718;GO:0050891;GO:0051602;GO:0051970;GO:0070295;GO:0097746;GO:0098992;GO:1901652;GO:1904612;GO:1990089
ENSG00000167601,AXL,AXL receptor tyrosine kinase,AXL,905,GO:0000166;GO:0001618;GO:0001764;GO:0001779;GO:0001786;GO:0001818;GO:0001961;GO:0001974;GO:0002376;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005615;GO:0005886;GO:0006468;GO:0006909;GO:0006915;GO:0006954;GO:0007165;GO:0007167;GO:0007169;GO:0007283;GO:0007399;GO:0009967;GO:0009986;GO:0010936;GO:0015629;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0021885;GO:0030154;GO:0030168;GO:0032689;GO:0032720;GO:0032825;GO:0032940;GO:0034101;GO:0034446;GO:0035457;GO:0042698;GO:0043066;GO:0043235;GO:0043277;GO:0043524;GO:0045087;GO:0046649;GO:0046718;GO:0048010;GO:0048469;GO:0048549;GO:0051249;GO:0051250;GO:0051402;GO:0051649;GO:0051897;GO:0060068;GO:0070062;GO:0071222;GO:0097028;GO:0097350;GO:1903131;GO:1903902;GO:2000669
ENSG00000009954,BAZ1B,bromodomain adjacent to zinc finger domain 1B,BAZ1B,961,GO:0000166;GO:0000785;GO:0000793;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005721;GO:0005730;GO:0006325;GO:0006338;GO:0006357;GO:0006974;GO:0008270;GO:0016301;GO:0016740;GO:0035173;GO:0042393;GO:0043596;GO:0043687;GO:0045943;GO:0045944;GO:0045945;GO:0046872;GO:0090535;GO:0110016;GO:0140801;GO:1905213
ENSG00000103507,BCKDK,branched chain keto acid dehydrogenase kinase,BCKDK,16902,GO:0000166;GO:0004672;GO:0004674;GO:0004722;GO:0004740;GO:0005515;GO:0005524;GO:0005739;GO:0005759;GO:0006550;GO:0006552;GO:0006574;GO:0007283;GO:0008610;GO:0009063;GO:0009083;GO:0010510;GO:0010906;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0045252;GO:0047323;GO:0106310;GO:0140096
ENSG00000186716,BCR,BCR activator of RhoGEF and GTPase,BCR,1014,GO:0000166;GO:0002692;GO:0003014;GO:0004674;GO:0004713;GO:0005085;GO:0005096;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0006468;GO:0006909;GO:0007165;GO:0007264;GO:0007420;GO:0014069;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0030036;GO:0030216;GO:0030424;GO:0032496;GO:0032991;GO:0035023;GO:0035556;GO:0042472;GO:0042995;GO:0043114;GO:0043197;GO:0043312;GO:0043314;GO:0043547;GO:0045202;GO:0048041;GO:0048872;GO:0050728;GO:0050766;GO:0050804;GO:0050885;GO:0051056;GO:0051649;GO:0051726;GO:0060216;GO:0060268;GO:0060313;GO:0065002;GO:0070062;GO:0071222;GO:0090630;GO:0098685;GO:0098978;GO:0106310;GO:1905517;GO:1905522;GO:2000378
ENSG00000183092,BEGAIN,brain enriched guanylate kinase associated,BEGAIN,24163,GO:0016020;GO:0016301
ENSG00000285369,BLK,"BLK proto-oncogene, Src family tyrosine kinase",BLK,1057,GO:0000166;GO:0002429;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0030154;GO:0032024;GO:0035556;GO:0050853
ENSG00000136573,BLK,"BLK proto-oncogene, Src family tyrosine kinase",BLK,1057,GO:0000166;GO:0002429;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0030154;GO:0032024;GO:0035556;GO:0050853
ENSG00000106605,BLVRA,biliverdin reductase A,BLVRA,1062,GO:0000165;GO:0000166;GO:0000978;GO:0004074;GO:0004674;GO:0005515;GO:0005634;GO:0005737;GO:0005829;GO:0005977;GO:0006309;GO:0006629;GO:0006631;GO:0006641;GO:0006935;GO:0006954;GO:0006955;GO:0006979;GO:0007249;GO:0008270;GO:0008286;GO:0009986;GO:0010467;GO:0016491;GO:0032094;GO:0032496;GO:0034440;GO:0038178;GO:0042167;GO:0042440;GO:0042593;GO:0043066;GO:0043491;GO:0043583;GO:0046872;GO:0070062;GO:0106276;GO:0106277;GO:0160025;GO:1901142;GO:1903409;GO:1905237
ENSG00000138756,BMP2K,BMP2 inducible kinase,BMP2K,18041,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0016301;GO:0016607;GO:0016740;GO:0019208;GO:0030500;GO:0035612;GO:0045747;GO:0106310;GO:2000369
ENSG00000107779,BMPR1A,bone morphogenetic protein receptor type 1A,BMPR1A,1076,GO:0000165;GO:0000166;GO:0001525;GO:0001649;GO:0001701;GO:0001707;GO:0001756;GO:0001880;GO:0002053;GO:0002062;GO:0003007;GO:0003148;GO:0003151;GO:0003161;GO:0003171;GO:0003183;GO:0003186;GO:0003203;GO:0003215;GO:0003222;GO:0003223;GO:0003272;GO:0004672;GO:0004674;GO:0004675;GO:0005025;GO:0005515;GO:0005524;GO:0005886;GO:0005901;GO:0006468;GO:0006606;GO:0006879;GO:0006955;GO:0007178;GO:0007179;GO:0007389;GO:0007398;GO:0007399;GO:0007492;GO:0007507;GO:0009897;GO:0009950;GO:0009952;GO:0009953;GO:0009986;GO:0010628;GO:0010629;GO:0014032;GO:0014912;GO:0016020;GO:0016301;GO:0016740;GO:0021953;GO:0021983;GO:0021998;GO:0030154;GO:0030324;GO:0030425;GO:0030501;GO:0030509;GO:0032915;GO:0035019;GO:0035137;GO:0035912;GO:0036122;GO:0042475;GO:0042733;GO:0042803;GO:0043025;GO:0043235;GO:0045597;GO:0045669;GO:0045944;GO:0046332;GO:0046872;GO:0048339;GO:0048352;GO:0048368;GO:0048378;GO:0048382;GO:0048568;GO:0048589;GO:0048598;GO:0048863;GO:0050673;GO:0050679;GO:0050768;GO:0051148;GO:0051216;GO:0051239;GO:0051240;GO:0060021;GO:0060043;GO:0060045;GO:0060391;GO:0060412;GO:0060896;GO:0060914;GO:0060928;GO:0061626;GO:0071363;GO:0071773;GO:0098821;GO:1900006;GO:1902895;GO:1904414;GO:1904707;GO:1905285;GO:1990262;GO:1990712;GO:2000026;GO:2000772
ENSG00000138696,BMPR1B,bone morphogenetic protein receptor type 1B,BMPR1B,1077,GO:0000165;GO:0000166;GO:0001502;GO:0001550;GO:0001649;GO:0001654;GO:0002062;GO:0002063;GO:0004672;GO:0004674;GO:0004675;GO:0004888;GO:0005025;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0006954;GO:0007178;GO:0009953;GO:0010628;GO:0016020;GO:0016301;GO:0016740;GO:0021953;GO:0030154;GO:0030166;GO:0030425;GO:0030501;GO:0030509;GO:0031290;GO:0032332;GO:0036122;GO:0038023;GO:0042698;GO:0043010;GO:0043025;GO:0043235;GO:0045669;GO:0045944;GO:0046332;GO:0046872;GO:0051216;GO:0060041;GO:0060348;GO:0060350;GO:0061036;GO:0071363;GO:0071773;GO:0098821;GO:1902043;GO:1902731;GO:1990712
ENSG00000204217,BMPR2,bone morphogenetic protein receptor type 2,BMPR2,1078,GO:0000165;GO:0000166;GO:0001525;GO:0001558;GO:0001568;GO:0001649;GO:0001707;GO:0001708;GO:0001893;GO:0001935;GO:0001944;GO:0001946;GO:0001974;GO:0002063;GO:0003085;GO:0003151;GO:0003176;GO:0003177;GO:0003183;GO:0003186;GO:0003197;GO:0003252;GO:0004672;GO:0004674;GO:0004675;GO:0005024;GO:0005515;GO:0005524;GO:0005615;GO:0005654;GO:0005886;GO:0005901;GO:0005905;GO:0005912;GO:0006468;GO:0006606;GO:0007178;GO:0008285;GO:0009267;GO:0009888;GO:0009925;GO:0009952;GO:0009986;GO:0010628;GO:0010634;GO:0014069;GO:0014916;GO:0016020;GO:0016301;GO:0016324;GO:0016362;GO:0016740;GO:0019838;GO:0030054;GO:0030154;GO:0030166;GO:0030308;GO:0030324;GO:0030424;GO:0030425;GO:0030501;GO:0030509;GO:0032924;GO:0036122;GO:0038023;GO:0040017;GO:0042127;GO:0043025;GO:0043226;GO:0043235;GO:0044297;GO:0045296;GO:0045597;GO:0045669;GO:0045778;GO:0045906;GO:0045944;GO:0046872;GO:0048286;GO:0048662;GO:0048842;GO:0048863;GO:0051148;GO:0060041;GO:0060173;GO:0060348;GO:0060350;GO:0060391;GO:0060412;GO:0060413;GO:0060426;GO:0060836;GO:0060840;GO:0060841;GO:0061036;GO:0061298;GO:0071363;GO:0071773;GO:0072577;GO:0098821;GO:1902731;GO:1905314;GO:1990782;GO:2000026
ENSG00000102010,BMX,BMX non-receptor tyrosine kinase,BMX,1079,GO:0000166;GO:0002250;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006661;GO:0006915;GO:0007155;GO:0007165;GO:0007498;GO:0008270;GO:0016301;GO:0016740;GO:0032587;GO:0035556;GO:0046777;GO:0046872;GO:0050853
ENSG00000157764,BRAF,"B-Raf proto-oncogene, serine/threonine kinase",BRAF,1097,GO:0000165;GO:0000166;GO:0002318;GO:0003824;GO:0004672;GO:0004674;GO:0004708;GO:0004709;GO:0004713;GO:0005509;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0005929;GO:0006468;GO:0007165;GO:0007173;GO:0008270;GO:0008542;GO:0009887;GO:0010628;GO:0010764;GO:0010828;GO:0016020;GO:0016079;GO:0016301;GO:0016740;GO:0030154;GO:0030878;GO:0033077;GO:0033138;GO:0034446;GO:0034451;GO:0035019;GO:0036064;GO:0042127;GO:0042802;GO:0043005;GO:0043066;GO:0043149;GO:0043367;GO:0043368;GO:0043369;GO:0043524;GO:0044297;GO:0045580;GO:0046632;GO:0046872;GO:0048538;GO:0048679;GO:0048680;GO:0050772;GO:0050852;GO:0051496;GO:0060291;GO:0060323;GO:0060324;GO:0070371;GO:0070374;GO:0071277;GO:0071466;GO:0072577;GO:0090150;GO:0097110;GO:0098793;GO:0098794;GO:0098978;GO:0099170;GO:0106310;GO:1900026;GO:2000301;GO:2000352
ENSG00000235307,BRD2,bromodomain containing 2,BRD2,1103,GO:0000785;GO:0003682;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0006325;GO:0006334;GO:0006338;GO:0006355;GO:0006357;GO:0007259;GO:0007283;GO:0016607;GO:0030674;GO:0042393;GO:0071168;GO:0072540;GO:0140011;GO:0140012;GO:0140015;GO:0140033;GO:0140588;GO:2000330
ENSG00000234507,BRD2,bromodomain containing 2,BRD2,1103,GO:0000785;GO:0003682;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0006325;GO:0006334;GO:0006338;GO:0006355;GO:0006357;GO:0007259;GO:0007283;GO:0016607;GO:0030674;GO:0042393;GO:0071168;GO:0072540;GO:0140011;GO:0140012;GO:0140015;GO:0140033;GO:0140588;GO:2000330
ENSG00000234704,BRD2,bromodomain containing 2,BRD2,1103,GO:0000785;GO:0003682;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0006325;GO:0006334;GO:0006338;GO:0006355;GO:0006357;GO:0007259;GO:0007283;GO:0016607;GO:0030674;GO:0042393;GO:0071168;GO:0072540;GO:0140011;GO:0140012;GO:0140015;GO:0140033;GO:0140588;GO:2000330
ENSG00000215077,BRD2,bromodomain containing 2,BRD2,1103,GO:0000785;GO:0003682;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0006325;GO:0006334;GO:0006338;GO:0006355;GO:0006357;GO:0007259;GO:0007283;GO:0016607;GO:0030674;GO:0042393;GO:0071168;GO:0072540;GO:0140011;GO:0140012;GO:0140015;GO:0140033;GO:0140588;GO:2000330
ENSG00000204256,BRD2,bromodomain containing 2,BRD2,1103,GO:0000785;GO:0001843;GO:0003682;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0006325;GO:0006334;GO:0006338;GO:0006355;GO:0006357;GO:0007259;GO:0007283;GO:0010468;GO:0016607;GO:0030674;GO:0042393;GO:0071168;GO:0072540;GO:0140011;GO:0140012;GO:0140015;GO:0140033;GO:0140588;GO:2000330
ENSG00000169925,BRD3,bromodomain containing 3,BRD3,1104,GO:0000785;GO:0003682;GO:0004674;GO:0005515;GO:0005634;GO:0005694;GO:0006325;GO:0006338;GO:0006355;GO:0006357;GO:0030674;GO:0035987;GO:0042393;GO:0045944;GO:0062072;GO:0071168;GO:0106222;GO:0140017;GO:0140019;GO:0140038;GO:0140566;GO:0140693
ENSG00000141867,BRD4,bromodomain containing 4,BRD4,13575,GO:0000785;GO:0000794;GO:0000976;GO:0002039;GO:0003682;GO:0003712;GO:0003713;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0006325;GO:0006338;GO:0006355;GO:0006357;GO:0006974;GO:0008353;GO:0010971;GO:0019899;GO:0030674;GO:0032968;GO:0042393;GO:0043123;GO:0043922;GO:0045893;GO:0045944;GO:0050727;GO:0099122;GO:0106140;GO:0140008;GO:0140011;GO:0140012;GO:0140046;GO:0140055;GO:0140072;GO:0140119;GO:2000002;GO:2000330
ENSG00000137948,BRDT,bromodomain testis associated,BRDT,1105,GO:0000785;GO:0003682;GO:0003713;GO:0004674;GO:0005515;GO:0005634;GO:0006325;GO:0006338;GO:0006355;GO:0006357;GO:0006397;GO:0007140;GO:0007141;GO:0007283;GO:0008380;GO:0010628;GO:0030154;GO:0030674;GO:0035092;GO:0042393;GO:0043484;GO:0045893;GO:0051321;GO:0140008
ENSG00000160469,BRSK1,BR serine/threonine kinase 1,BRSK1,18994,GO:0000086;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005856;GO:0006468;GO:0006974;GO:0007095;GO:0007269;GO:0007399;GO:0007409;GO:0008021;GO:0008306;GO:0009411;GO:0010807;GO:0010975;GO:0014069;GO:0016301;GO:0016740;GO:0018105;GO:0019901;GO:0021953;GO:0030010;GO:0030054;GO:0030182;GO:0031410;GO:0042995;GO:0043015;GO:0045202;GO:0046872;GO:0048156;GO:0048167;GO:0048786;GO:0048812;GO:0050321;GO:0050770;GO:0051298;GO:0090176;GO:0098981;GO:0099504;GO:0106310;GO:0150034;GO:2000807
ENSG00000291428,BRSK2,BR serine/threonine kinase 2,BRSK2,11405,GO:0000086;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005783;GO:0005813;GO:0005856;GO:0006468;GO:0006887;GO:0006915;GO:0007399;GO:0007409;GO:0010975;GO:0016301;GO:0016740;GO:0030010;GO:0030036;GO:0030182;GO:0036503;GO:0046872;GO:0048156;GO:0048471;GO:0050321;GO:0050770;GO:0051117;GO:0051301;GO:0060590;GO:0061178;GO:0070059;GO:0090176;GO:0106310;GO:0150034;GO:1904152;GO:2000807
ENSG00000174672,BRSK2,BR serine/threonine kinase 2,BRSK2,11405,GO:0000086;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005783;GO:0005813;GO:0005856;GO:0006468;GO:0006887;GO:0006915;GO:0007399;GO:0007409;GO:0010975;GO:0016301;GO:0016740;GO:0019901;GO:0021953;GO:0030010;GO:0030036;GO:0030182;GO:0036503;GO:0046872;GO:0048156;GO:0048471;GO:0048812;GO:0050321;GO:0050770;GO:0051117;GO:0051301;GO:0060590;GO:0061178;GO:0070059;GO:0090176;GO:0106310;GO:0150034;GO:1904152;GO:2000807
ENSG00000010671,BTK,Bruton tyrosine kinase,BTK,1133,GO:0000166;GO:0001780;GO:0001805;GO:0001812;GO:0001818;GO:0002250;GO:0002344;GO:0002376;GO:0002553;GO:0002639;GO:0002721;GO:0002755;GO:0002902;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005547;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006915;GO:0007498;GO:0008270;GO:0008289;GO:0016004;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0019722;GO:0030167;GO:0030889;GO:0030890;GO:0031410;GO:0032481;GO:0032496;GO:0032693;GO:0032755;GO:0032760;GO:0034614;GO:0035556;GO:0038095;GO:0042113;GO:0042802;GO:0043123;GO:0043274;GO:0045087;GO:0045121;GO:0045579;GO:0046872;GO:0048469;GO:0048471;GO:0050766;GO:0050852;GO:0050853;GO:0050864;GO:0050869;GO:0051092;GO:0061516;GO:0070664;GO:0071226;GO:0097190;GO:0098761;GO:0140896;GO:0141111;GO:0150153;GO:1900227;GO:1901647;GO:1990959
ENSG00000169679,BUB1,BUB1 mitotic checkpoint serine/threonine kinase,BUB1,1148,GO:0000166;GO:0000775;GO:0000776;GO:0000940;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005829;GO:0006338;GO:0006468;GO:0006915;GO:0007059;GO:0007063;GO:0007094;GO:0016020;GO:0016301;GO:0016740;GO:0035556;GO:0051301;GO:0051754;GO:0051983;GO:0106310;GO:0140995;GO:2000720
ENSG00000156970,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B,BUB1B,1149,GO:0000166;GO:0000775;GO:0000776;GO:0000940;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005680;GO:0005694;GO:0005737;GO:0005813;GO:0005819;GO:0005829;GO:0005856;GO:0006915;GO:0007091;GO:0007094;GO:0016301;GO:0016740;GO:0033045;GO:0033597;GO:0036064;GO:0048471;GO:0051301;GO:0051754;GO:0071459;GO:0106310
ENSG00000288602,C8orf44-SGK3,C8orf44-SGK3 readthrough,C8orf44-SGK3,48354,GO:0004672;GO:0004674;GO:0005524;GO:0006468;GO:0035091
ENSG00000084774,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",CAD,1424,GO:0000166;GO:0001889;GO:0003824;GO:0004070;GO:0004087;GO:0004088;GO:0004151;GO:0004359;GO:0004672;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006207;GO:0006221;GO:0006225;GO:0006228;GO:0006520;GO:0006541;GO:0006796;GO:0006805;GO:0007507;GO:0007565;GO:0007595;GO:0008270;GO:0014075;GO:0016020;GO:0016363;GO:0016597;GO:0016740;GO:0016743;GO:0016787;GO:0016810;GO:0016812;GO:0016874;GO:0019240;GO:0019899;GO:0031000;GO:0031100;GO:0032868;GO:0032991;GO:0033574;GO:0042594;GO:0042802;GO:0042995;GO:0043025;GO:0043195;GO:0044205;GO:0046872;GO:0051414;GO:0055086;GO:0070062;GO:0070335;GO:0071364;GO:0071466;GO:0072528
ENSG00000198668,CALM1,calmodulin 1,CALM1,1442,GO:0000086;GO:0000922;GO:0002027;GO:0005246;GO:0005509;GO:0005513;GO:0005515;GO:0005576;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005813;GO:0005819;GO:0005829;GO:0005856;GO:0005876;GO:0005886;GO:0005929;GO:0007186;GO:0007259;GO:0008076;GO:0010856;GO:0010880;GO:0010881;GO:0016020;GO:0016240;GO:0016301;GO:0019855;GO:0019901;GO:0021762;GO:0030017;GO:0030672;GO:0031432;GO:0031514;GO:0031982;GO:0032465;GO:0032991;GO:0034704;GO:0035458;GO:0042995;GO:0043209;GO:0043539;GO:0044305;GO:0044325;GO:0046427;GO:0046872;GO:0048306;GO:0050848;GO:0051592;GO:0055117;GO:0060291;GO:0060314;GO:0060315;GO:0071346;GO:0072542;GO:0097225;GO:0097720;GO:0098901;GO:0099523;GO:0140056;GO:0140238;GO:0141110;GO:1901842;GO:1901844;GO:1902494;GO:1905913;GO:1990456
ENSG00000143933,CALM2,calmodulin 2,CALM2,1445,GO:0000086;GO:0000922;GO:0002027;GO:0005246;GO:0005509;GO:0005513;GO:0005515;GO:0005634;GO:0005737;GO:0005739;GO:0005813;GO:0005819;GO:0005856;GO:0005876;GO:0005886;GO:0007186;GO:0008076;GO:0008179;GO:0010856;GO:0010880;GO:0010881;GO:0016020;GO:0016301;GO:0019855;GO:0019901;GO:0021762;GO:0030017;GO:0030672;GO:0031432;GO:0031982;GO:0032465;GO:0032991;GO:0034704;GO:0043209;GO:0043539;GO:0044305;GO:0044325;GO:0046872;GO:0048306;GO:0050848;GO:0051592;GO:0055117;GO:0060291;GO:0060315;GO:0072542;GO:0097225;GO:0097720;GO:0099523;GO:0140238;GO:0141110;GO:1901844;GO:1902494;GO:1905913
ENSG00000160014,CALM3,calmodulin 3,CALM3,1449,GO:0000086;GO:0000922;GO:0001975;GO:0002027;GO:0005246;GO:0005509;GO:0005513;GO:0005515;GO:0005634;GO:0005737;GO:0005739;GO:0005813;GO:0005819;GO:0005856;GO:0005876;GO:0005886;GO:0007186;GO:0008076;GO:0008179;GO:0010856;GO:0010880;GO:0010881;GO:0016020;GO:0016301;GO:0019901;GO:0019904;GO:0021762;GO:0030017;GO:0030235;GO:0030426;GO:0030672;GO:0031432;GO:0031800;GO:0031966;GO:0031982;GO:0032465;GO:0032991;GO:0034704;GO:0043209;GO:0043226;GO:0043539;GO:0043548;GO:0044305;GO:0044325;GO:0046872;GO:0048306;GO:0050848;GO:0050998;GO:0051412;GO:0051592;GO:0055117;GO:0060291;GO:0072542;GO:0090150;GO:0090151;GO:0097225;GO:0097720;GO:0098685;GO:0098901;GO:0099523;GO:0099524;GO:0140238;GO:0141110;GO:1900242;GO:1901842;GO:1901844;GO:1902494;GO:1905913;GO:2000300
ENSG00000134072,CAMK1,calcium/calmodulin dependent protein kinase I,CAMK1,1459,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006468;GO:0006913;GO:0007165;GO:0007399;GO:0010975;GO:0010976;GO:0014069;GO:0016301;GO:0016740;GO:0030154;GO:0032091;GO:0032880;GO:0035556;GO:0043393;GO:0045944;GO:0046827;GO:0050807;GO:0051147;GO:0051149;GO:0051835;GO:0060143;GO:0060999;GO:0071902;GO:0106310
ENSG00000183049,CAMK1D,calcium/calmodulin dependent protein kinase ID,CAMK1D,19341,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0006954;GO:0007165;GO:0007399;GO:0010975;GO:0010976;GO:0016301;GO:0016740;GO:0032793;GO:0043065;GO:0043066;GO:0050766;GO:0050773;GO:0060267;GO:0071622;GO:0090023;GO:0106310
ENSG00000008118,CAMK1G,calcium/calmodulin dependent protein kinase IG,CAMK1G,14585,GO:0000139;GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005737;GO:0005794;GO:0005886;GO:0005954;GO:0006468;GO:0007165;GO:0012505;GO:0016020;GO:0016301;GO:0016740;GO:0106310
