ensembl_gene_id,external_gene_name,description,mgi_id,go_id
ENSMUSG00000037727,Avp,arginine vasopressin,88121,GO:0002125;GO:0003084;GO:0004672;GO:0005179;GO:0005184;GO:0005185;GO:0005576;GO:0005615;GO:0007189;GO:0007204;GO:0007621;GO:0007625;GO:0007626;GO:0008284;GO:0009410;GO:0009651;GO:0010628;GO:0014049;GO:0030141;GO:0030307;GO:0030425;GO:0031394;GO:0031894;GO:0031895;GO:0032849;GO:0033555;GO:0033574;GO:0035094;GO:0035176;GO:0035556;GO:0042310;GO:0042711;GO:0043066;GO:0045471;GO:0045907;GO:0046718;GO:0050891;GO:0051602;GO:0051970;GO:0070295;GO:0097746;GO:0098992;GO:1901652;GO:1904612;GO:1990089
ENSMUSG00000002602,Axl,AXL receptor tyrosine kinase,1347244,GO:0000166;GO:0001618;GO:0001764;GO:0001779;GO:0001786;GO:0001818;GO:0001961;GO:0001974;GO:0002376;GO:0004672;GO:0004713;GO:0004714;GO:0005515;GO:0005524;GO:0005615;GO:0005886;GO:0006468;GO:0006909;GO:0006915;GO:0006954;GO:0007167;GO:0007169;GO:0007276;GO:0007283;GO:0007399;GO:0009986;GO:0010936;GO:0015629;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0021885;GO:0030154;GO:0030168;GO:0032689;GO:0032720;GO:0032825;GO:0032940;GO:0034101;GO:0034446;GO:0035457;GO:0042698;GO:0043066;GO:0043235;GO:0043277;GO:0043524;GO:0045087;GO:0046649;GO:0046718;GO:0046872;GO:0048469;GO:0048549;GO:0051249;GO:0051250;GO:0051402;GO:0051649;GO:0051897;GO:0060068;GO:0071222;GO:0097028;GO:0097350;GO:1903902;GO:2000669
ENSMUSG00000002748,Baz1b,"bromodomain adjacent to zinc finger domain, 1B",1353499,GO:0000166;GO:0000785;GO:0000793;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005721;GO:0005730;GO:0006325;GO:0006338;GO:0006974;GO:0008270;GO:0016301;GO:0016740;GO:0035173;GO:0042393;GO:0043596;GO:0043687;GO:0045943;GO:0045944;GO:0045945;GO:0046872;GO:0090535;GO:0110016;GO:0140801;GO:1905213
ENSMUSG00000030802,Bckdk,branched chain ketoacid dehydrogenase kinase,1276121,GO:0000166;GO:0004672;GO:0004674;GO:0004722;GO:0004740;GO:0005524;GO:0005739;GO:0005759;GO:0006550;GO:0006552;GO:0006574;GO:0007283;GO:0008610;GO:0009083;GO:0010510;GO:0010906;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0045252;GO:0046872;GO:0047323;GO:0106310;GO:0140096
ENSMUSG00000009681,Bcr,BCR activator of RhoGEF and GTPase,88141,GO:0000166;GO:0002692;GO:0003014;GO:0004674;GO:0005085;GO:0005096;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0006468;GO:0006909;GO:0007165;GO:0007264;GO:0007420;GO:0014069;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0030036;GO:0030216;GO:0030424;GO:0032496;GO:0032991;GO:0035023;GO:0035556;GO:0042472;GO:0042995;GO:0043114;GO:0043197;GO:0043312;GO:0043314;GO:0043547;GO:0045202;GO:0048041;GO:0048872;GO:0050728;GO:0050766;GO:0050804;GO:0050885;GO:0051649;GO:0051726;GO:0060216;GO:0060268;GO:0060313;GO:0065002;GO:0071222;GO:0090630;GO:0098685;GO:0098978;GO:0106310;GO:1905517;GO:1905522;GO:2000378
ENSMUSG00000014453,Blk,B lymphoid kinase,88169,GO:0000166;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0030154;GO:0032024;GO:0050853
ENSMUSG00000001999,Blvra,biliverdin reductase A,88170,GO:0000165;GO:0000166;GO:0000978;GO:0004074;GO:0004674;GO:0005634;GO:0005737;GO:0005829;GO:0005977;GO:0006309;GO:0006629;GO:0006631;GO:0006641;GO:0006935;GO:0006954;GO:0006955;GO:0006979;GO:0007249;GO:0008270;GO:0008286;GO:0009986;GO:0010467;GO:0016491;GO:0032094;GO:0032496;GO:0034440;GO:0038178;GO:0042167;GO:0042440;GO:0042593;GO:0043066;GO:0043491;GO:0043583;GO:0046872;GO:0106276;GO:0106277;GO:0160025;GO:1901142;GO:1903409;GO:1905237
ENSMUSG00000034663,Bmp2k,BMP2 inducible kinase,2155456,GO:0000166;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0016301;GO:0016607;GO:0016740;GO:0019208;GO:0030500;GO:0035612;GO:0045747;GO:0106310;GO:2000369
ENSMUSG00000021796,Bmpr1a,"bone morphogenetic protein receptor, type 1A",1338938,GO:0000165;GO:0000166;GO:0001525;GO:0001649;GO:0001701;GO:0001707;GO:0001756;GO:0001880;GO:0002053;GO:0002062;GO:0003007;GO:0003148;GO:0003151;GO:0003161;GO:0003171;GO:0003183;GO:0003186;GO:0003203;GO:0003215;GO:0003222;GO:0003223;GO:0003272;GO:0004672;GO:0004674;GO:0004675;GO:0005025;GO:0005515;GO:0005524;GO:0005886;GO:0005901;GO:0006468;GO:0006606;GO:0006879;GO:0006955;GO:0007178;GO:0007179;GO:0007389;GO:0007398;GO:0007399;GO:0007492;GO:0007507;GO:0009897;GO:0009950;GO:0009952;GO:0009953;GO:0009986;GO:0010628;GO:0010629;GO:0014032;GO:0014912;GO:0016020;GO:0016301;GO:0016740;GO:0021953;GO:0021983;GO:0021998;GO:0030154;GO:0030324;GO:0030425;GO:0030501;GO:0030509;GO:0032915;GO:0035019;GO:0035137;GO:0035912;GO:0036122;GO:0042475;GO:0042733;GO:0042803;GO:0043025;GO:0043235;GO:0045669;GO:0045944;GO:0046332;GO:0046872;GO:0048339;GO:0048352;GO:0048368;GO:0048378;GO:0048382;GO:0048568;GO:0048589;GO:0048598;GO:0048863;GO:0050673;GO:0050679;GO:0050768;GO:0051148;GO:0051216;GO:0060021;GO:0060043;GO:0060045;GO:0060391;GO:0060412;GO:0060896;GO:0060914;GO:0060928;GO:0061626;GO:0071363;GO:0071773;GO:0098821;GO:1902895;GO:1904414;GO:1904707;GO:1905285;GO:1990262;GO:2000772
ENSMUSG00000052430,Bmpr1b,"bone morphogenetic protein receptor, type 1B",107191,GO:0000165;GO:0000166;GO:0001502;GO:0001550;GO:0001649;GO:0001654;GO:0002062;GO:0002063;GO:0004672;GO:0004674;GO:0004675;GO:0004888;GO:0005024;GO:0005025;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0006703;GO:0006954;GO:0007178;GO:0007179;GO:0009953;GO:0010628;GO:0016020;GO:0016301;GO:0016740;GO:0021953;GO:0030154;GO:0030166;GO:0030425;GO:0030501;GO:0030509;GO:0031290;GO:0032332;GO:0036122;GO:0042698;GO:0043010;GO:0043025;GO:0043235;GO:0045669;GO:0045944;GO:0046332;GO:0046872;GO:0051216;GO:0060041;GO:0060348;GO:0060350;GO:0061036;GO:0071363;GO:0071773;GO:0098821;GO:1902043;GO:1902731
ENSMUSG00000067336,Bmpr2,bone morphogenetic protein receptor type 2,1095407,GO:0000165;GO:0000166;GO:0001525;GO:0001558;GO:0001568;GO:0001649;GO:0001707;GO:0001708;GO:0001893;GO:0001935;GO:0001944;GO:0001946;GO:0001974;GO:0002063;GO:0003085;GO:0003148;GO:0003151;GO:0003176;GO:0003177;GO:0003183;GO:0003186;GO:0003197;GO:0003252;GO:0004672;GO:0004674;GO:0004675;GO:0005024;GO:0005515;GO:0005524;GO:0005654;GO:0005886;GO:0005901;GO:0005905;GO:0005912;GO:0006468;GO:0006606;GO:0007178;GO:0008285;GO:0009267;GO:0009888;GO:0009925;GO:0009952;GO:0009986;GO:0010628;GO:0010634;GO:0014069;GO:0014916;GO:0016020;GO:0016301;GO:0016324;GO:0016362;GO:0016740;GO:0019838;GO:0030054;GO:0030154;GO:0030166;GO:0030308;GO:0030324;GO:0030424;GO:0030425;GO:0030501;GO:0030509;GO:0032924;GO:0036122;GO:0040017;GO:0042127;GO:0043025;GO:0043226;GO:0043235;GO:0044297;GO:0045296;GO:0045597;GO:0045669;GO:0045778;GO:0045906;GO:0045944;GO:0046872;GO:0048286;GO:0048662;GO:0048842;GO:0048863;GO:0051148;GO:0060041;GO:0060173;GO:0060348;GO:0060350;GO:0060391;GO:0060412;GO:0060413;GO:0060426;GO:0060836;GO:0060840;GO:0060841;GO:0061036;GO:0061298;GO:0061626;GO:0071363;GO:0071773;GO:0072577;GO:0098821;GO:1902731;GO:1905314;GO:1990782;GO:2000026
ENSMUSG00000031377,Bmx,BMX non-receptor tyrosine kinase,1101778,GO:0000166;GO:0002250;GO:0004672;GO:0004713;GO:0004715;GO:0005524;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006915;GO:0007155;GO:0007165;GO:0008270;GO:0016301;GO:0016740;GO:0032587;GO:0035556;GO:0046872;GO:0050853
ENSMUSG00000002413,Braf,Braf transforming gene,88190,GO:0000165;GO:0000166;GO:0002318;GO:0003824;GO:0004672;GO:0004674;GO:0004708;GO:0004709;GO:0005509;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0005886;GO:0005929;GO:0006468;GO:0007165;GO:0007173;GO:0008542;GO:0010628;GO:0010764;GO:0010828;GO:0016020;GO:0016079;GO:0016301;GO:0016740;GO:0030154;GO:0030878;GO:0033077;GO:0034446;GO:0034451;GO:0035019;GO:0036064;GO:0042127;GO:0042802;GO:0043005;GO:0043066;GO:0043149;GO:0043367;GO:0043368;GO:0043369;GO:0043524;GO:0044297;GO:0045580;GO:0046632;GO:0046872;GO:0048538;GO:0048679;GO:0048680;GO:0050772;GO:0050852;GO:0051496;GO:0060291;GO:0060323;GO:0060324;GO:0070371;GO:0070374;GO:0071277;GO:0071466;GO:0072577;GO:0090150;GO:0097110;GO:0098793;GO:0098794;GO:0098978;GO:0099170;GO:0106310;GO:1900026;GO:2000301;GO:2000352
ENSMUSG00000024335,Brd2,bromodomain containing 2,99495,GO:0000785;GO:0001843;GO:0004674;GO:0005515;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0006325;GO:0006334;GO:0006338;GO:0006355;GO:0006357;GO:0007259;GO:0010468;GO:0016607;GO:0071168;GO:0140011;GO:0140012;GO:0140015;GO:0140033;GO:0140588;GO:2000330
ENSMUSG00000035390,Brsk1,BR serine/threonine kinase 1,2685946,GO:0000086;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005856;GO:0006468;GO:0006974;GO:0007095;GO:0007269;GO:0007399;GO:0007409;GO:0008021;GO:0008306;GO:0009411;GO:0010807;GO:0010975;GO:0014069;GO:0016301;GO:0016740;GO:0019901;GO:0021953;GO:0030010;GO:0030054;GO:0031410;GO:0042995;GO:0043015;GO:0045202;GO:0046872;GO:0048167;GO:0048786;GO:0048812;GO:0050321;GO:0050770;GO:0051298;GO:0090176;GO:0098981;GO:0099504;GO:0106310;GO:0140678;GO:0150034
ENSMUSG00000053046,Brsk2,BR serine/threonine kinase 2,1923020,GO:0000086;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005783;GO:0005813;GO:0005856;GO:0006468;GO:0006887;GO:0006915;GO:0007399;GO:0007409;GO:0010975;GO:0016020;GO:0016301;GO:0016740;GO:0019901;GO:0021953;GO:0030010;GO:0030036;GO:0030182;GO:0036503;GO:0046872;GO:0048471;GO:0048812;GO:0050321;GO:0050770;GO:0051117;GO:0051301;GO:0061178;GO:0070059;GO:0090176;GO:0106310
ENSMUSG00000031264,Btk,Bruton agammaglobulinemia tyrosine kinase,88216,GO:0000166;GO:0001780;GO:0001805;GO:0001812;GO:0001818;GO:0002250;GO:0002344;GO:0002376;GO:0002553;GO:0002639;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005547;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006915;GO:0008270;GO:0008289;GO:0016004;GO:0016020;GO:0016301;GO:0016740;GO:0030167;GO:0030889;GO:0030890;GO:0031410;GO:0032481;GO:0032496;GO:0032693;GO:0032755;GO:0032760;GO:0034614;GO:0035556;GO:0042113;GO:0042802;GO:0043274;GO:0045087;GO:0045121;GO:0046872;GO:0048469;GO:0048471;GO:0050766;GO:0050852;GO:0050853;GO:0050864;GO:0050869;GO:0061516;GO:0070664;GO:0071226;GO:0098761;GO:0140896;GO:0141111;GO:0150153;GO:1900227;GO:1901647;GO:1990959
ENSMUSG00000027379,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase",1100510,GO:0000166;GO:0000775;GO:0000776;GO:0000940;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005829;GO:0006338;GO:0006468;GO:0006915;GO:0007059;GO:0007063;GO:0007094;GO:0016301;GO:0016740;GO:0035556;GO:0051301;GO:0051983;GO:0140995;GO:2000720
ENSMUSG00000040084,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase",1333889,GO:0000166;GO:0000775;GO:0000776;GO:0000940;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0005819;GO:0005829;GO:0006468;GO:0006915;GO:0007091;GO:0007094;GO:0016301;GO:0016740;GO:0033045;GO:0033597;GO:0036064;GO:0048471;GO:0051301;GO:0051754;GO:0071459;GO:0106310
ENSMUSG00000013629,Cad,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",1916969,GO:0000166;GO:0001889;GO:0002134;GO:0003824;GO:0004070;GO:0004087;GO:0004088;GO:0004151;GO:0004359;GO:0004672;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006207;GO:0006221;GO:0006225;GO:0006228;GO:0006520;GO:0006541;GO:0006796;GO:0006805;GO:0007507;GO:0007565;GO:0007595;GO:0008270;GO:0014075;GO:0016363;GO:0016597;GO:0016740;GO:0016743;GO:0016787;GO:0016810;GO:0016812;GO:0016874;GO:0019240;GO:0019899;GO:0031000;GO:0031100;GO:0032868;GO:0032991;GO:0033574;GO:0042594;GO:0042802;GO:0042995;GO:0043025;GO:0043195;GO:0044205;GO:0046872;GO:0051414;GO:0055086;GO:0071364;GO:0071466;GO:0072528
ENSMUSG00000030272,Camk1,calcium/calmodulin-dependent protein kinase I,1098535,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0006913;GO:0007165;GO:0007399;GO:0010976;GO:0014069;GO:0016301;GO:0016740;GO:0030154;GO:0032880;GO:0035556;GO:0043393;GO:0045944;GO:0046827;GO:0050807;GO:0051147;GO:0051149;GO:0051835;GO:0060143;GO:0060999;GO:0071902;GO:0106310
ENSMUSG00000039145,Camk1d,calcium/calmodulin-dependent protein kinase ID,2442190,GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0004683;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0006954;GO:0007165;GO:0007399;GO:0010975;GO:0010976;GO:0016301;GO:0016740;GO:0032793;GO:0043065;GO:0043066;GO:0050766;GO:0050773;GO:0060267;GO:0071622;GO:0090023;GO:0106310
ENSMUSG00000016179,Camk1g,calcium/calmodulin-dependent protein kinase I gamma,2388073,GO:0000139;GO:0000166;GO:0003824;GO:0004672;GO:0004674;GO:0004683;GO:0005516;GO:0005524;GO:0005737;GO:0005794;GO:0005886;GO:0005954;GO:0006468;GO:0007165;GO:0012505;GO:0016020;GO:0016301;GO:0016740;GO:0106310
ENSMUSG00000024617,Camk2a,calcium/calmodulin-dependent protein kinase II alpha,88256,GO:0000082;GO:0000166;GO:0002931;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005737;GO:0005739;GO:0005954;GO:0006468;GO:0006816;GO:0007259;GO:0010666;GO:0014069;GO:0016301;GO:0016740;GO:0030425;GO:0035254;GO:0035458;GO:0038166;GO:0042802;GO:0042803;GO:0042995;GO:0043005;GO:0043197;GO:0043226;GO:0045202;GO:0046427;GO:0046872;GO:0046928;GO:0048168;GO:0048813;GO:0051346;GO:0051928;GO:0060996;GO:0071346;GO:0098685;GO:0099148;GO:0106310;GO:1902108;GO:1903076;GO:1990443;GO:2000124;GO:2001222
ENSMUSG00000057897,Camk2b,"calcium/calmodulin-dependent protein kinase II, beta",88257,GO:0000082;GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0005954;GO:0006468;GO:0006816;GO:0007399;GO:0010976;GO:0014069;GO:0016020;GO:0016301;GO:0016529;GO:0016740;GO:0030154;GO:0032222;GO:0033017;GO:0042802;GO:0042803;GO:0043005;GO:0043226;GO:0045202;GO:0046686;GO:0048168;GO:0048169;GO:0050885;GO:0051233;GO:0060291;GO:0060466;GO:0061003;GO:0090129;GO:0097190;GO:0106310;GO:1903076;GO:2001222;GO:2001235
ENSMUSG00000053819,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta",1341265,GO:0000082;GO:0000166;GO:0001666;GO:0002028;GO:0004672;GO:0004674;GO:0004683;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005737;GO:0005783;GO:0005886;GO:0006468;GO:0006816;GO:0010613;GO:0010649;GO:0010666;GO:0010880;GO:0010971;GO:0014069;GO:0014704;GO:0014911;GO:0016020;GO:0016301;GO:0016529;GO:0016740;GO:0030007;GO:0030315;GO:0031594;GO:0032469;GO:0032991;GO:0033017;GO:0035022;GO:0042383;GO:0043005;GO:0043025;GO:0043194;GO:0043226;GO:0044325;GO:0048168;GO:0048471;GO:0050998;GO:0055119;GO:0060048;GO:0060341;GO:0061049;GO:0070374;GO:0086003;GO:0098683;GO:0098901;GO:0099524;GO:0106310;GO:1901897;GO:1902514;GO:1903076;GO:1904707;GO:2000573
ENSMUSG00000021820,Camk2g,calcium/calmodulin-dependent protein kinase II gamma,88259,GO:0000082;GO:0000166;GO:0001666;GO:0004672;GO:0004674;GO:0004683;GO:0005516;GO:0005524;GO:0005737;GO:0005819;GO:0006468;GO:0006816;GO:0006979;GO:0007399;GO:0010975;GO:0014069;GO:0016020;GO:0016301;GO:0016529;GO:0016740;GO:0030154;GO:0033017;GO:0043005;GO:0043226;GO:0048168;GO:0051301;GO:0098978;GO:0099072;GO:0099524;GO:0106310;GO:1901897;GO:1903076
ENSMUSG00000051146,Camk2n2,calcium/calmodulin-dependent protein kinase II inhibitor 2,1920297,GO:0004860;GO:0005634;GO:0005737;GO:0005829;GO:0008427;GO:0016301;GO:0019901;GO:0045202
ENSMUSG00000038128,Camk4,calcium/calmodulin-dependent protein kinase IV,88258,GO:0000166;GO:0001650;GO:0002250;GO:0002376;GO:0004672;GO:0004674;GO:0004683;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005783;GO:0006468;GO:0006954;GO:0007616;GO:0016301;GO:0016740;GO:0043011;GO:0045893
ENSMUSG00000020785,Camkk1,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",1891766,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0016301;GO:0016740;GO:0035556;GO:0106310
ENSMUSG00000029471,Camkk2,"calcium/calmodulin-dependent protein kinase kinase 2, beta",2444812,GO:0000166;GO:0004672;GO:0004674;GO:0004683;GO:0005509;GO:0005515;GO:0005516;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006468;GO:0016301;GO:0016740;GO:0042995;GO:0043005;GO:0046777;GO:0061762;GO:0106310;GO:1903599
ENSMUSG00000032936,Camkv,CaM kinase-like vesicle-associated,2384296,GO:0004672;GO:0004683;GO:0005516;GO:0005524;GO:0005737;GO:0005886;GO:0006468;GO:0007165;GO:0016020;GO:0030659;GO:0031410;GO:0045202;GO:0050804;GO:0098978;GO:0099159
ENSMUSG00000031012,Cask,calcium/calmodulin dependent serine protein kinase,1309489,GO:0000166;GO:0001953;GO:0004672;GO:0004674;GO:0005102;GO:0005515;GO:0005516;GO:0005524;GO:0005604;GO:0005634;GO:0005652;GO:0005730;GO:0005737;GO:0005829;GO:0005886;GO:0005911;GO:0006468;GO:0008104;GO:0010839;GO:0016020;GO:0016301;GO:0016323;GO:0016363;GO:0016740;GO:0030054;GO:0031982;GO:0042043;GO:0045202;GO:0045944;GO:0046928;GO:0051050;GO:0051649;GO:0061045;GO:0070509;GO:0090280;GO:0090288;GO:0098685;GO:0106310;GO:2000300
ENSMUSG00000000982,Ccl3,C-C motif chemokine ligand 3,98260,GO:0001649;GO:0001775;GO:0002548;GO:0004672;GO:0005125;GO:0005515;GO:0005576;GO:0005615;GO:0005737;GO:0005829;GO:0006816;GO:0006874;GO:0006887;GO:0006935;GO:0006954;GO:0006955;GO:0007010;GO:0007165;GO:0007204;GO:0007267;GO:0008009;GO:0008360;GO:0009410;GO:0009636;GO:0010628;GO:0010629;GO:0010818;GO:0014808;GO:0016004;GO:0016301;GO:0019722;GO:0023052;GO:0030335;GO:0030593;GO:0030595;GO:0032731;GO:0032760;GO:0042056;GO:0043067;GO:0043308;GO:0043525;GO:0043615;GO:0043922;GO:0045671;GO:0045672;GO:0045944;GO:0048020;GO:0048245;GO:0048246;GO:0048247;GO:0050729;GO:0050850;GO:0050918;GO:0051928;GO:0051930;GO:0060326;GO:0061844;GO:0070098;GO:0070374;GO:0070723;GO:0071621;GO:2000503
ENSMUSG00000035042,Ccl5,C-C motif chemokine ligand 5,98262,GO:0002230;GO:0004435;GO:0004672;GO:0005125;GO:0005576;GO:0005615;GO:0005737;GO:0006816;GO:0006874;GO:0006887;GO:0006935;GO:0006954;GO:0006955;GO:0007159;GO:0007186;GO:0007267;GO:0008009;GO:0009636;GO:0010759;GO:0010820;GO:0014911;GO:0016004;GO:0030298;GO:0030335;GO:0031583;GO:0031726;GO:0031730;GO:0032008;GO:0033634;GO:0034097;GO:0034112;GO:0034612;GO:0035689;GO:0042056;GO:0042102;GO:0042119;GO:0042379;GO:0042802;GO:0042803;GO:0043922;GO:0044344;GO:0045071;GO:0045744;GO:0045745;GO:0045785;GO:0046817;GO:0048020;GO:0048245;GO:0048661;GO:0050673;GO:0050679;GO:0050796;GO:0050863;GO:0050918;GO:0051897;GO:0051928;GO:0061844;GO:0070098;GO:0070100;GO:0070233;GO:0070234;GO:0070371;GO:0071346;GO:0071347;GO:0071356;GO:0090026;GO:0098586;GO:0150078;GO:1904894;GO:2000110;GO:2000343;GO:2000406;GO:2000503
ENSMUSG00000009185,Ccl8,C-C motif chemokine ligand 8,101878,GO:0004672;GO:0005125;GO:0005576;GO:0005615;GO:0006816;GO:0006874;GO:0006887;GO:0006935;GO:0006954;GO:0006955;GO:0007165;GO:0007267;GO:0008009;GO:0008201;GO:0016004;GO:0030335;GO:0044828;GO:0045663;GO:0048020;GO:0048245;GO:0060326;GO:0061844;GO:0070098;GO:1901741
ENSMUSG00000070348,Ccnd1,cyclin D1,88313,GO:0000082;GO:0000122;GO:0000307;GO:0000320;GO:0001889;GO:0003714;GO:0004672;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005815;GO:0005829;GO:0005923;GO:0006974;GO:0007595;GO:0008283;GO:0008284;GO:0009410;GO:0010039;GO:0010165;GO:0010971;GO:0016020;GO:0016055;GO:0016301;GO:0016538;GO:0017053;GO:0019899;GO:0019901;GO:0030182;GO:0030857;GO:0030968;GO:0031100;GO:0031571;GO:0031965;GO:0032026;GO:0032355;GO:0033197;GO:0033327;GO:0033598;GO:0033601;GO:0042826;GO:0043524;GO:0043539;GO:0043627;GO:0044321;GO:0044877;GO:0045444;GO:0045471;GO:0048545;GO:0051301;GO:0051384;GO:0051412;GO:0051592;GO:0051726;GO:0060749;GO:0061575;GO:0070064;GO:0070141;GO:0097128;GO:0097131;GO:0097421;GO:1900087;GO:2000045
ENSMUSG00000002068,Ccne1,cyclin E1,88316,GO:0000082;GO:0000122;GO:0000307;GO:0000723;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005815;GO:0006270;GO:0007129;GO:0016055;GO:0016301;GO:0016538;GO:0019901;GO:0032880;GO:0051301;GO:0051726;GO:0070192;GO:0097134;GO:1900087;GO:1902462
ENSMUSG00000021548,Ccnh,cyclin H,1913921,GO:0000307;GO:0000439;GO:0001673;GO:0004693;GO:0005634;GO:0005654;GO:0005675;GO:0006351;GO:0006357;GO:0006367;GO:0016251;GO:0016301;GO:0016538;GO:0050821;GO:0070516;GO:0070985;GO:2000045
ENSMUSG00000026490,Cdc42bpa,CDC42 binding protein kinase alpha,2441841,GO:0000166;GO:0000226;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0006468;GO:0007010;GO:0007097;GO:0008270;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0030027;GO:0030036;GO:0031032;GO:0031252;GO:0042641;GO:0042802;GO:0042995;GO:0046872;GO:0106310
ENSMUSG00000021279,Cdc42bpb,CDC42 binding protein kinase beta,2136459,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005856;GO:0005886;GO:0005911;GO:0006468;GO:0008270;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0030027;GO:0030036;GO:0031032;GO:0031252;GO:0042641;GO:0042995;GO:0044877;GO:0046872;GO:0070161;GO:0106310
ENSMUSG00000024769,Cdc42bpg,CDC42 binding protein kinase gamma,2652845,GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0005524;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0008270;GO:0016301;GO:0016740;GO:0030036;GO:0031032;GO:0031252;GO:0034451;GO:0046872;GO:0106310
ENSMUSG00000029283,Cdc7,cell division cycle 7,1309511,GO:0000166;GO:0000727;GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0006468;GO:0007165;GO:0008284;GO:0010571;GO:0010971;GO:0016301;GO:0016740;GO:0044770;GO:0045171;GO:0046872;GO:0051301;GO:0072686;GO:0106310
ENSMUSG00000019942,Cdk1,cyclin dependent kinase 1,88351,GO:0000082;GO:0000086;GO:0000166;GO:0000226;GO:0000307;GO:0003682;GO:0004672;GO:0004674;GO:0004693;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005759;GO:0005813;GO:0005819;GO:0005829;GO:0005856;GO:0005876;GO:0006338;GO:0006357;GO:0006468;GO:0006915;GO:0006974;GO:0006998;GO:0007077;GO:0007095;GO:0008353;GO:0009636;GO:0010628;GO:0010629;GO:0010971;GO:0014075;GO:0014823;GO:0016301;GO:0016579;GO:0016740;GO:0018105;GO:0030261;GO:0030332;GO:0030496;GO:0030544;GO:0030855;GO:0034501;GO:0035173;GO:0042307;GO:0042542;GO:0042752;GO:0043066;GO:0044772;GO:0045471;GO:0045740;GO:0046105;GO:0046686;GO:0046688;GO:0046785;GO:0048144;GO:0048511;GO:0048678;GO:0051301;GO:0055015;GO:0060045;GO:0061523;GO:0062033;GO:0065003;GO:0070301;GO:0072686;GO:0090166;GO:0097122;GO:0097125;GO:0097472;GO:0106310;GO:0110025;GO:1900182;GO:1902423;GO:1902850;GO:1904860;GO:1905448;GO:1990166;GO:1990506
