MGI symbol	Gene stable ID	UniProtKB/Swiss-Prot ID	MGI ID	Gene name	Gene description
Dsg1c	ENSMUSG00000034774	Q7TSF0	MGI:2664358	Dsg1c	desmoglein 1 gamma [Source:MGI Symbol;Acc:MGI:2664358]
Dsg1a	ENSMUSG00000069441	Q61495	MGI:94930	Dsg1a	desmoglein 1 alpha [Source:MGI Symbol;Acc:MGI:94930]
Dsg1b	ENSMUSG00000061928	Q7TSF1	MGI:2664357	Dsg1b	desmoglein 1 beta [Source:MGI Symbol;Acc:MGI:2664357]
Aldh7a1	ENSMUSG00000053644	Q9DBF1	MGI:108186	Aldh7a1	aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]
Aldh7a1	ENSMUSG00000053644		MGI:108186	Aldh7a1	aldehyde dehydrogenase family 7, member A1 [Source:MGI Symbol;Acc:MGI:108186]
Dsg4	ENSMUSG00000001804	Q7TMD7	MGI:2661061	Dsg4	desmoglein 4 [Source:MGI Symbol;Acc:MGI:2661061]
Phax	ENSMUSG00000008301		MGI:1891839	Phax	phosphorylated adaptor for RNA export [Source:MGI Symbol;Acc:MGI:1891839]
Phax	ENSMUSG00000008301	Q9JJT9	MGI:1891839	Phax	phosphorylated adaptor for RNA export [Source:MGI Symbol;Acc:MGI:1891839]
Spmip10	ENSMUSG00000032900	Q9D9I1	MGI:1914593	Spmip10	sperm microtubule inner protein 10 [Source:MGI Symbol;Acc:MGI:1914593]
Spmip10	ENSMUSG00000032900		MGI:1914593	Spmip10	sperm microtubule inner protein 10 [Source:MGI Symbol;Acc:MGI:1914593]
Lmnb1	ENSMUSG00000024590	P14733	MGI:96795	Lmnb1	lamin B1 [Source:MGI Symbol;Acc:MGI:96795]
Klf9	ENSMUSG00000033863		MGI:1333856	Klf9	Kruppel-like transcription factor 9 [Source:MGI Symbol;Acc:MGI:1333856]
Marchf3	ENSMUSG00000032656	Q8BRX9	MGI:2443667	Marchf3	membrane associated ring-CH-type finger 3 [Source:MGI Symbol;Acc:MGI:2443667]
Marchf3	ENSMUSG00000032656		MGI:2443667	Marchf3	membrane associated ring-CH-type finger 3 [Source:MGI Symbol;Acc:MGI:2443667]
Habp2	ENSMUSG00000025075		MGI:1196378	Habp2	hyaluronic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1196378]
Dsg3	ENSMUSG00000056632		MGI:99499	Dsg3	desmoglein 3 [Source:MGI Symbol;Acc:MGI:99499]
C330018D20Rik	ENSMUSG00000024592	Q9CWB7	MGI:1924672	C330018D20Rik	RIKEN cDNA C330018D20 gene [Source:MGI Symbol;Acc:MGI:1924672]
Dsg2	ENSMUSG00000044393	O55111	MGI:1196466	Dsg2	desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466]
Dsg2	ENSMUSG00000044393		MGI:1196466	Dsg2	desmoglein 2 [Source:MGI Symbol;Acc:MGI:1196466]
Ttr	ENSMUSG00000061808	P07309	MGI:98865	Ttr	transthyretin [Source:MGI Symbol;Acc:MGI:98865]
B4galt6	ENSMUSG00000056124	Q9WVK5	MGI:1928380	B4galt6	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1928380]
Smc5	ENSMUSG00000024943	Q8CG46	MGI:2385088	Smc5	structural maintenance of chromosomes 5 [Source:MGI Symbol;Acc:MGI:2385088]
Smc5	ENSMUSG00000024943		MGI:2385088	Smc5	structural maintenance of chromosomes 5 [Source:MGI Symbol;Acc:MGI:2385088]
Megf10	ENSMUSG00000024593	Q6DIB5	MGI:2685177	Megf10	multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177]
Megf10	ENSMUSG00000024593		MGI:2685177	Megf10	multiple EGF-like-domains 10 [Source:MGI Symbol;Acc:MGI:2685177]
Mamdc2	ENSMUSG00000033207		MGI:1918988	Mamdc2	MAM domain containing 2 [Source:MGI Symbol;Acc:MGI:1918988]
Cfap95	ENSMUSG00000033053	Q9CQC3	MGI:1914733	Cfap95	cilia and flagella associated protein 95 [Source:MGI Symbol;Acc:MGI:1914733]
Ptar1	ENSMUSG00000074925		MGI:1921875	Ptar1	protein prenyltransferase alpha subunit repeat containing 1 [Source:MGI Symbol;Acc:MGI:1921875]
Trappc8	ENSMUSG00000033382		MGI:2443008	Trappc8	trafficking protein particle complex 8 [Source:MGI Symbol;Acc:MGI:2443008]
Apba1	ENSMUSG00000024897	B2RUJ5	MGI:1860297	Apba1	amyloid beta precursor protein binding family A member 1 [Source:MGI Symbol;Acc:MGI:1860297]
Rnf125	ENSMUSG00000033107	Q9D9R0	MGI:1914914	Rnf125	ring finger protein 125 [Source:MGI Symbol;Acc:MGI:1914914]
Entrep1	ENSMUSG00000071604	Q4FZH1	MGI:2685813	Entrep1	endosomal transmembrane epsin interactor 1 [Source:MGI Symbol;Acc:MGI:2685813]
Rnf138	ENSMUSG00000024317	Q9CQE0	MGI:1929211	Rnf138	ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211]
Rnf138	ENSMUSG00000024317		MGI:1929211	Rnf138	ring finger protein 138 [Source:MGI Symbol;Acc:MGI:1929211]
Mep1b	ENSMUSG00000024313		MGI:96964	Mep1b	meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964]
Mep1b	ENSMUSG00000024313	Q61847	MGI:96964	Mep1b	meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964]
Garem1	ENSMUSG00000042680	Q3UFT3	MGI:2685790	Garem1	GRB2 associated regulator of MAPK1 subtype 1 [Source:MGI Symbol;Acc:MGI:2685790]
Tjp2	ENSMUSG00000024812		MGI:1341872	Tjp2	tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]
Tjp2	ENSMUSG00000024812	Q9Z0U1	MGI:1341872	Tjp2	tight junction protein 2 [Source:MGI Symbol;Acc:MGI:1341872]
Fxn	ENSMUSG00000059363	O35943	MGI:1096879	Fxn	frataxin [Source:MGI Symbol;Acc:MGI:1096879]
Fxn	ENSMUSG00000059363		MGI:1096879	Fxn	frataxin [Source:MGI Symbol;Acc:MGI:1096879]
Fbn2	ENSMUSG00000024598	Q61555	MGI:95490	Fbn2	fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]
Pip5k1b	ENSMUSG00000024867	P70181	MGI:107930	Pip5k1b	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta [Source:MGI Symbol;Acc:MGI:107930]
Pabir1	ENSMUSG00000074922	Q9DB52	MGI:1915284	Pabir1	PP2A A alpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1 [Source:MGI Symbol;Acc:MGI:1915284]
Klhl14	ENSMUSG00000042514	Q69ZK5	MGI:1921249	Klhl14	kelch-like 14 [Source:MGI Symbol;Acc:MGI:1921249]
Tmem252	ENSMUSG00000048572	Q8C353	MGI:3583948	Tmem252	transmembrane protein 252 [Source:MGI Symbol;Acc:MGI:3583948]
Pgm5	ENSMUSG00000041731	Q8BZF8	MGI:1925668	Pgm5	phosphoglucomutase 5 [Source:MGI Symbol;Acc:MGI:1925668]
Slc27a6	ENSMUSG00000024600	E9Q9W4	MGI:3036230	Slc27a6	solute carrier family 27 (fatty acid transporter), member 6 [Source:MGI Symbol;Acc:MGI:3036230]
Gm10053	ENSMUSG00000058927	P62897	MGI:3704493	Gm10053	predicted gene 10053 [Source:MGI Symbol;Acc:MGI:3704493]
Foxd4	ENSMUSG00000051490	Q60688	MGI:1347467	Foxd4	forkhead box D4 [Source:MGI Symbol;Acc:MGI:1347467]
Isoc1	ENSMUSG00000024601	Q91V64	MGI:1913557	Isoc1	isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557]
Isoc1	ENSMUSG00000024601		MGI:1913557	Isoc1	isochorismatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1913557]
Adamts19	ENSMUSG00000053441	P59509	MGI:2442875	Adamts19	ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:MGI Symbol;Acc:MGI:2442875]
Gpr50	ENSMUSG00000056380	O88495	MGI:1333877	Gpr50	G-protein-coupled receptor 50 [Source:MGI Symbol;Acc:MGI:1333877]
Ccdc178	ENSMUSG00000024306	Q8CDV0	MGI:1918200	Ccdc178	coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200]
Ccdc178	ENSMUSG00000024306		MGI:1918200	Ccdc178	coiled coil domain containing 178 [Source:MGI Symbol;Acc:MGI:1918200]
Gm10488	ENSMUSG00000073257		MGI:3710522	Gm10488	predicted gene 10488 [Source:MGI Symbol;Acc:MGI:3710522]
Minar2	ENSMUSG00000050875		MGI:2442934	Minar2	membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934]
Vma21	ENSMUSG00000073131	Q78T54	MGI:1914298	Vma21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914298]
Minar2	ENSMUSG00000050875	Q8C4X7	MGI:2442934	Minar2	membrane integral NOTCH2 associated receptor 2 [Source:MGI Symbol;Acc:MGI:2442934]
Vma21	ENSMUSG00000073131		MGI:1914298	Vma21	VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914298]
Lratd1	ENSMUSG00000020607		MGI:2145011	Lratd1	LRAT domain containing 1 [Source:MGI Symbol;Acc:MGI:2145011]
Chsy3	ENSMUSG00000058152	Q5DTK1	MGI:1926173	Chsy3	chondroitin sulfate synthase 3 [Source:MGI Symbol;Acc:MGI:1926173]
Gm14632	ENSMUSG00000073255		MGI:3805544	Gm14632	predicted gene 14632 [Source:MGI Symbol;Acc:MGI:3805544]
Trib2	ENSMUSG00000020601	Q8K4K3	MGI:2145021	Trib2	tribbles pseudokinase 2 [Source:MGI Symbol;Acc:MGI:2145021]
Iigp1c	ENSMUSG00000073555		MGI:3644953	Iigp1c	interferon inducible GTPase 1C [Source:MGI Symbol;Acc:MGI:3644953]
Trib2	ENSMUSG00000020601		MGI:2145021	Trib2	tribbles pseudokinase 2 [Source:MGI Symbol;Acc:MGI:2145021]
Gm4841	ENSMUSG00000068606		MGI:3643814	Gm4841	predicted gene 4841 [Source:MGI Symbol;Acc:MGI:3643814]
Vrtn	ENSMUSG00000071235		MGI:3588197	Vrtn	vertebrae development associated [Source:MGI Symbol;Acc:MGI:3588197]
Vrtn	ENSMUSG00000071235	Q3SYK4	MGI:3588197	Vrtn	vertebrae development associated [Source:MGI Symbol;Acc:MGI:3588197]
Htr2c	ENSMUSG00000041380	P34968	MGI:96281	Htr2c	5-hydroxytryptamine (serotonin) receptor 2C [Source:MGI Symbol;Acc:MGI:96281]
Syndig1l	ENSMUSG00000071234	Q3USQ7	MGI:2685107	Syndig1l	synapse differentiation inducing 1 like [Source:MGI Symbol;Acc:MGI:2685107]
Syndig1l	ENSMUSG00000071234		MGI:2685107	Syndig1l	synapse differentiation inducing 1 like [Source:MGI Symbol;Acc:MGI:2685107]
Htr2c	ENSMUSG00000041380		MGI:96281	Htr2c	5-hydroxytryptamine (serotonin) receptor 2C [Source:MGI Symbol;Acc:MGI:96281]
Krtap20-2	ENSMUSG00000091039		MGI:1916148	Krtap20-2	keratin associated protein 20-2 [Source:MGI Symbol;Acc:MGI:1916148]
Nol4	ENSMUSG00000041923		MGI:2441684	Nol4	nucleolar protein 4 [Source:MGI Symbol;Acc:MGI:2441684]
Krtap21-1	ENSMUSG00000058368		MGI:2157767	Krtap21-1	keratin associated protein 21-1 [Source:MGI Symbol;Acc:MGI:2157767]
Krtap6-2	ENSMUSG00000062433		MGI:1330280	Krtap6-2	keratin associated protein 6-2 [Source:MGI Symbol;Acc:MGI:1330280]
Ifitm7	ENSMUSG00000065968		MGI:1921732	Ifitm7	interferon induced transmembrane protein 7 [Source:MGI Symbol;Acc:MGI:1921732]
Krtap8-1	ENSMUSG00000059632	O08633	MGI:1330293	Krtap8-1	keratin associated protein 8-1 [Source:MGI Symbol;Acc:MGI:1330293]
Nubpl	ENSMUSG00000035142		MGI:1924076	Nubpl	nucleotide binding protein-like [Source:MGI Symbol;Acc:MGI:1924076]
Krtap7-1	ENSMUSG00000056706	Q9D3I6	MGI:1918613	Krtap7-1	keratin associated protein 7-1 [Source:MGI Symbol;Acc:MGI:1918613]
Krtap11-1	ENSMUSG00000091212		MGI:99447	Krtap11-1	keratin associated protein 11-1 [Source:MGI Symbol;Acc:MGI:99447]
Nol4	ENSMUSG00000041923	P60954	MGI:2441684	Nol4	nucleolar protein 4 [Source:MGI Symbol;Acc:MGI:2441684]
Rlim	ENSMUSG00000056537	Q9WTV7	MGI:1342291	Rlim	ring finger protein, LIM domain interacting [Source:MGI Symbol;Acc:MGI:1342291]
Nubpl	ENSMUSG00000035142	Q9CWD8	MGI:1924076	Nubpl	nucleotide binding protein-like [Source:MGI Symbol;Acc:MGI:1924076]
Bmerb1	ENSMUSG00000044117	Q8R1Y2	MGI:1914504	Bmerb1	bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504]
Bmerb1	ENSMUSG00000044117		MGI:1914504	Bmerb1	bMERB domain containing 1 [Source:MGI Symbol;Acc:MGI:1914504]
Npc2	ENSMUSG00000021242	Q9Z0J0	MGI:1915213	Npc2	NPC intracellular cholesterol transporter 2 [Source:MGI Symbol;Acc:MGI:1915213]
Ndufb4	ENSMUSG00000022820	Q9CQC7	MGI:1915444	Ndufb4	NADH:ubiquinone oxidoreductase subunit B4 [Source:MGI Symbol;Acc:MGI:1915444]
Pasd1	ENSMUSG00000073130		MGI:2685987	Pasd1	PAS domain containing repressor 1 [Source:MGI Symbol;Acc:MGI:2685987]
Isca2	ENSMUSG00000021241	Q9DCB8	MGI:1921566	Isca2	iron-sulfur cluster assembly 2 [Source:MGI Symbol;Acc:MGI:1921566]
Isca2	ENSMUSG00000021241		MGI:1921566	Isca2	iron-sulfur cluster assembly 2 [Source:MGI Symbol;Acc:MGI:1921566]
Nrap	ENSMUSG00000049134		MGI:1098765	Nrap	nebulin-related anchoring protein [Source:MGI Symbol;Acc:MGI:1098765]
Rbm22	ENSMUSG00000024604	Q8BHS3	MGI:1914060	Rbm22	RNA binding motif protein 22 [Source:MGI Symbol;Acc:MGI:1914060]
Gm10487	ENSMUSG00000094759		MGI:3710592	Gm10487	predicted gene 10487 [Source:MGI Symbol;Acc:MGI:3710592]
Prrg3	ENSMUSG00000033361		MGI:2685214	Prrg3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:MGI Symbol;Acc:MGI:2685214]
Arhgap5	ENSMUSG00000035133	P97393	MGI:1332637	Arhgap5	Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]
Arhgap5	ENSMUSG00000035133		MGI:1332637	Arhgap5	Rho GTPase activating protein 5 [Source:MGI Symbol;Acc:MGI:1332637]
Prrg3	ENSMUSG00000033361	Q6PAQ9	MGI:2685214	Prrg3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane) [Source:MGI Symbol;Acc:MGI:2685214]
Nexmif	ENSMUSG00000046449	Q5DTT1	MGI:2148050	Nexmif	neurite extension and migration factor [Source:MGI Symbol;Acc:MGI:2148050]
Marf1	ENSMUSG00000060657	Q8BJ34	MGI:2444505	Marf1	meiosis regulator and mRNA stability 1 [Source:MGI Symbol;Acc:MGI:2444505]
Dtna	ENSMUSG00000024302		MGI:106039	Dtna	dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039]
Nrap	ENSMUSG00000049134	Q80XB4	MGI:1098765	Nrap	nebulin-related anchoring protein [Source:MGI Symbol;Acc:MGI:1098765]
Marf1	ENSMUSG00000060657		MGI:2444505	Marf1	meiosis regulator and mRNA stability 1 [Source:MGI Symbol;Acc:MGI:2444505]
Fate1	ENSMUSG00000053593	Q8CEK7	MGI:1925155	Fate1	fetal and adult testis expressed 1 [Source:MGI Symbol;Acc:MGI:1925155]
Fstl1	ENSMUSG00000022816	Q62356	MGI:102793	Fstl1	follistatin-like 1 [Source:MGI Symbol;Acc:MGI:102793]
Akap6	ENSMUSG00000061603		MGI:3050566	Akap6	A kinase anchor protein 6 [Source:MGI Symbol;Acc:MGI:3050566]
Btnl12	ENSMUSG00000108763		MGI:5595187	Btnl12	butyrophilin-like 12 [Source:MGI Symbol;Acc:MGI:5595187]
Lrrc58	ENSMUSG00000034158	Q3UGP9	MGI:2443542	Lrrc58	leucine rich repeat containing 58 [Source:MGI Symbol;Acc:MGI:2443542]
Npas3	ENSMUSG00000021010		MGI:1351610	Npas3	neuronal PAS domain protein 3 [Source:MGI Symbol;Acc:MGI:1351610]
Il13ra2	ENSMUSG00000031289	O88786	MGI:1277954	Il13ra2	interleukin 13 receptor, alpha 2 [Source:MGI Symbol;Acc:MGI:1277954]
Zng1	ENSMUSG00000024878	Q8VEH6	MGI:2385089	Zng1	Zn regulated GTPase metalloprotein activator 1 [Source:MGI Symbol;Acc:MGI:2385089]
Gpr156	ENSMUSG00000046961		MGI:2653880	Gpr156	G protein-coupled receptor 156 [Source:MGI Symbol;Acc:MGI:2653880]
Zng1	ENSMUSG00000024878		MGI:2385089	Zng1	Zn regulated GTPase metalloprotein activator 1 [Source:MGI Symbol;Acc:MGI:2385089]
Egln3	ENSMUSG00000035105		MGI:1932288	Egln3	egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288]
Cnga2	ENSMUSG00000005864	Q62398	MGI:108040	Cnga2	cyclic nucleotide gated channel alpha 2 [Source:MGI Symbol;Acc:MGI:108040]
Magea4	ENSMUSG00000033343		MGI:1333839	Magea4	MAGE family member A4 [Source:MGI Symbol;Acc:MGI:1333839]
Casp7	ENSMUSG00000025076	P97864	MGI:109383	Casp7	caspase 7 [Source:MGI Symbol;Acc:MGI:109383]
Casp7	ENSMUSG00000025076		MGI:109383	Casp7	caspase 7 [Source:MGI Symbol;Acc:MGI:109383]
Gsk3b	ENSMUSG00000022812	Q9WV60	MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]
Gsk3b	ENSMUSG00000022812		MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]
Abcb7	ENSMUSG00000031333	Q61102	MGI:109533	Abcb7	ATP-binding cassette, sub-family B member 7 [Source:MGI Symbol;Acc:MGI:109533]
Uprt	ENSMUSG00000073016	B1AVZ0	MGI:2685620	Uprt	uracil phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2685620]
Gabre	ENSMUSG00000031340		MGI:1330235	Gabre	gamma-aminobutyric acid (GABA) A receptor, subunit epsilon [Source:MGI Symbol;Acc:MGI:1330235]
Dtna	ENSMUSG00000024302	Q9D2N4	MGI:106039	Dtna	dystrobrevin alpha [Source:MGI Symbol;Acc:MGI:106039]
Magea10	ENSMUSG00000043453		MGI:3588211	Magea10	MAGE family member A10 [Source:MGI Symbol;Acc:MGI:3588211]
Dock8	ENSMUSG00000052085	Q8C147	MGI:1921396	Dock8	dedicator of cytokinesis 8 [Source:MGI Symbol;Acc:MGI:1921396]
Zdhhc15	ENSMUSG00000033906	Q8BGJ0	MGI:1915336	Zdhhc15	zinc finger, DHHC domain containing 15 [Source:MGI Symbol;Acc:MGI:1915336]
Magee2	ENSMUSG00000031224		MGI:2148316	Magee2	MAGE family member E2 [Source:MGI Symbol;Acc:MGI:2148316]
Nde1	ENSMUSG00000022678	Q9CZA6	MGI:1914453	Nde1	nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453]
Ltbp2	ENSMUSG00000002020		MGI:99502	Ltbp2	latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]
Nde1	ENSMUSG00000022678		MGI:1914453	Nde1	nudE neurodevelopment protein 1 [Source:MGI Symbol;Acc:MGI:1914453]
Kank1	ENSMUSG00000032702	E9Q238	MGI:2147707	Kank1	KN motif and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:2147707]
Kank1	ENSMUSG00000032702		MGI:2147707	Kank1	KN motif and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:2147707]
Mapre2	ENSMUSG00000024277		MGI:106271	Mapre2	microtubule-associated protein, RP/EB family, member 2 [Source:MGI Symbol;Acc:MGI:106271]
Ppp2r5c	ENSMUSG00000017843		MGI:1349475	Ppp2r5c	protein phosphatase 2, regulatory subunit B', gamma [Source:MGI Symbol;Acc:MGI:1349475]
Mapre2	ENSMUSG00000024277	Q8R001	MGI:106271	Mapre2	microtubule-associated protein, RP/EB family, member 2 [Source:MGI Symbol;Acc:MGI:106271]
Dmrt1	ENSMUSG00000024837	Q9QZ59	MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1 [Source:MGI Symbol;Acc:MGI:1354733]
Gabra3	ENSMUSG00000031343	P26049	MGI:95615	Gabra3	gamma-aminobutyric acid type A receptor subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]
Gabra3	ENSMUSG00000031343		MGI:95615	Gabra3	gamma-aminobutyric acid type A receptor subunit alpha 3 [Source:MGI Symbol;Acc:MGI:95615]
Dmrt3	ENSMUSG00000042372		MGI:2449470	Dmrt3	doublesex and mab-3 related transcription factor 3 [Source:MGI Symbol;Acc:MGI:2449470]
Dmrt3	ENSMUSG00000042372	Q80WT2	MGI:2449470	Dmrt3	doublesex and mab-3 related transcription factor 3 [Source:MGI Symbol;Acc:MGI:2449470]
Zfp397	ENSMUSG00000024276		MGI:1916506	Zfp397	zinc finger protein 397 [Source:MGI Symbol;Acc:MGI:1916506]
Dmrt2	ENSMUSG00000048138	Q8BG36	MGI:1330307	Dmrt2	doublesex and mab-3 related transcription factor 2 [Source:MGI Symbol;Acc:MGI:1330307]
Zfp35	ENSMUSG00000063281	P15620	MGI:99179	Zfp35	zinc finger protein 35 [Source:MGI Symbol;Acc:MGI:99179]
Zfp24	ENSMUSG00000051469	Q91VN1	MGI:1929704	Zfp24	zinc finger protein 24 [Source:MGI Symbol;Acc:MGI:1929704]
Zfp24	ENSMUSG00000051469		MGI:1929704	Zfp24	zinc finger protein 24 [Source:MGI Symbol;Acc:MGI:1929704]
Nhlrc2	ENSMUSG00000025078	Q8BZW8	MGI:1914116	Nhlrc2	NHL repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914116]
Nhlrc2	ENSMUSG00000025078		MGI:1914116	Nhlrc2	NHL repeat containing 2 [Source:MGI Symbol;Acc:MGI:1914116]
Adrb1	ENSMUSG00000035283	P34971	MGI:87937	Adrb1	adrenergic receptor, beta 1 [Source:MGI Symbol;Acc:MGI:87937]
Gm10486	ENSMUSG00000073247		MGI:3710516	Gm10486	predicted gene 10486 [Source:MGI Symbol;Acc:MGI:3710516]
Ino80c	ENSMUSG00000047989	Q8BHA0	MGI:2443014	Ino80c	INO80 complex subunit C [Source:MGI Symbol;Acc:MGI:2443014]
Ino80c	ENSMUSG00000047989		MGI:2443014	Ino80c	INO80 complex subunit C [Source:MGI Symbol;Acc:MGI:2443014]
Ccdc134	ENSMUSG00000068114	Q8C7V8	MGI:1923707	Ccdc134	coiled-coil domain containing 134 [Source:MGI Symbol;Acc:MGI:1923707]
Ccdc134	ENSMUSG00000068114		MGI:1923707	Ccdc134	coiled-coil domain containing 134 [Source:MGI Symbol;Acc:MGI:1923707]
Ccdc186	ENSMUSG00000035173	Q8C9S4	MGI:2445022	Ccdc186	coiled-coil domain containing 186 [Source:MGI Symbol;Acc:MGI:2445022]
Gm14819	ENSMUSG00000073245		MGI:3801716	Gm14819	predicted gene 14819 [Source:MGI Symbol;Acc:MGI:3801716]
Ccdc186	ENSMUSG00000035173		MGI:2445022	Ccdc186	coiled-coil domain containing 186 [Source:MGI Symbol;Acc:MGI:2445022]
Ppp2r5c	ENSMUSG00000017843	Q60996	MGI:1349475	Ppp2r5c	protein phosphatase 2, regulatory subunit B', gamma [Source:MGI Symbol;Acc:MGI:1349475]
Tiam1	ENSMUSG00000002489		MGI:103306	Tiam1	T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]
Galnt1	ENSMUSG00000000420	O08912	MGI:894693	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]
Galnt1	ENSMUSG00000000420		MGI:894693	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:894693]
Mroh2b	ENSMUSG00000022155	Q7M6Y6	MGI:1921905	Mroh2b	maestro heat-like repeat family member 2B [Source:MGI Symbol;Acc:MGI:1921905]
Sod1	ENSMUSG00000022982	P08228	MGI:98351	Sod1	superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]
2700062C07Rik	ENSMUSG00000024273		MGI:1915296	2700062C07Rik	RIKEN cDNA 2700062C07 gene [Source:MGI Symbol;Acc:MGI:1915296]
2700062C07Rik	ENSMUSG00000024273	Q5XFZ0	MGI:1915296	2700062C07Rik	RIKEN cDNA 2700062C07 gene [Source:MGI Symbol;Acc:MGI:1915296]
C7	ENSMUSG00000079105		MGI:88235	C7	complement component 7 [Source:MGI Symbol;Acc:MGI:88235]
Rprd1a	ENSMUSG00000040446	Q8VDS4	MGI:2385066	Rprd1a	regulation of nuclear pre-mRNA domain containing 1A [Source:MGI Symbol;Acc:MGI:2385066]
Pacs1	ENSMUSG00000024855	Q8K212	MGI:1277113	Pacs1	phosphofurin acidic cluster sorting protein 1 [Source:MGI Symbol;Acc:MGI:1277113]
Card6	ENSMUSG00000041849		MGI:3032959	Card6	caspase recruitment domain family, member 6 [Source:MGI Symbol;Acc:MGI:3032959]
Rpl37	ENSMUSG00000041841	Q9D823	MGI:1914531	Rpl37	ribosomal protein L37 [Source:MGI Symbol;Acc:MGI:1914531]
Cdx1	ENSMUSG00000024619	P18111	MGI:88360	Cdx1	caudal type homeobox 1 [Source:MGI Symbol;Acc:MGI:88360]
Pacs1	ENSMUSG00000024855		MGI:1277113	Pacs1	phosphofurin acidic cluster sorting protein 1 [Source:MGI Symbol;Acc:MGI:1277113]
Arel1	ENSMUSG00000042350		MGI:1915747	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1915747]
Lrch2	ENSMUSG00000031290		MGI:2147870	Lrch2	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870]
Lrch2	ENSMUSG00000031290	Q3UMG5	MGI:2147870	Lrch2	leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870]
Tpgs2	ENSMUSG00000024269		MGI:1913898	Tpgs2	tubulin polyglutamylase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913898]
Prkaa1	ENSMUSG00000050697		MGI:2145955	Prkaa1	protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:MGI Symbol;Acc:MGI:2145955]
Arel1	ENSMUSG00000042350	Q8CHG5	MGI:1915747	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1915747]
Prkaa1	ENSMUSG00000050697	Q5EG47	MGI:2145955	Prkaa1	protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:MGI Symbol;Acc:MGI:2145955]
Scaf4	ENSMUSG00000022983	Q7TSH6	MGI:2146350	Scaf4	SR-related CTD-associated factor 4 [Source:MGI Symbol;Acc:MGI:2146350]
Pbdc1	ENSMUSG00000031226	Q9D0B6	MGI:1914933	Pbdc1	polysaccharide biosynthesis domain containing 1 [Source:MGI Symbol;Acc:MGI:1914933]
Magee1	ENSMUSG00000031227	Q6PCZ4	MGI:2148149	Magee1	MAGE family member E1 [Source:MGI Symbol;Acc:MGI:2148149]
